CDU_ID,GEO_CODE,GEO_LABEL,GEO_TYPE,GEO_TYP2,F991,F992,F993,F994,F995
83027,E00023198,E00023198,Output Areas and Small Areas,OASA,65,71,12,1,1
83028,E00023199,E00023199,Output Areas and Small Areas,OASA,59,69,14,0,1
83029,E00023200,E00023200,Output Areas and Small Areas,OASA,43,54,15,1,0
83030,E00023201,E00023201,Output Areas and Small Areas,OASA,70,78,11,1,0
83031,E00023202,E00023202,Output Areas and Small Areas,OASA,55,82,13,1,0
83032,E00023203,E00023203,Output Areas and Small Areas,OASA,59,65,8,0,0
83033,E00023204,E00023204,Output Areas and Small Areas,OASA,70,64,10,1,1
83034,E00023205,E00023205,Output Areas and Small Areas,OASA,83,61,10,0,0
83035,E00023206,E00023206,Output Areas and Small Areas,OASA,47,75,15,1,1
83036,E00023207,E00023207,Output Areas and Small Areas,OASA,60,92,25,4,0
83037,E00023208,E00023208,Output Areas and Small Areas,OASA,46,86,15,1,0
83038,E00023209,E00023209,Output Areas and Small Areas,OASA,70,47,6,1,0
83039,E00023210,E00023210,Output Areas and Small Areas,OASA,66,45,8,1,0
83040,E00023211,E00023211,Output Areas and Small Areas,OASA,17,82,23,2,0
83041,E00023212,E00023212,Output Areas and Small Areas,OASA,39,67,6,1,1
83042,E00023213,E00023213,Output Areas and Small Areas,OASA,30,88,17,7,0
83043,E00023214,E00023214,Output Areas and Small Areas,OASA,33,59,18,1,1
83044,E00023215,E00023215,Output Areas and Small Areas,OASA,55,68,18,2,0
83045,E00023216,E00023216,Output Areas and Small Areas,OASA,39,67,26,3,1
83046,E00023217,E00023217,Output Areas and Small Areas,OASA,40,69,10,2,0
83047,E00023218,E00023218,Output Areas and Small Areas,OASA,19,40,33,6,1
83048,E00023219,E00023219,Output Areas and Small Areas,OASA,41,75,18,2,3
83049,E00023220,E00023220,Output Areas and Small Areas,OASA,8,80,26,4,0
83050,E00023221,E00023221,Output Areas and Small Areas,OASA,50,72,13,5,1
83051,E00023222,E00023222,Output Areas and Small Areas,OASA,29,74,18,2,0
83052,E00023223,E00023223,Output Areas and Small Areas,OASA,70,40,12,0,0
83053,E00023224,E00023224,Output Areas and Small Areas,OASA,77,47,15,1,0
83054,E00023225,E00023225,Output Areas and Small Areas,OASA,41,60,6,1,0
83055,E00023226,E00023226,Output Areas and Small Areas,OASA,94,32,4,0,0
83056,E00023227,E00023227,Output Areas and Small Areas,OASA,19,64,22,1,1
83057,E00023228,E00023228,Output Areas and Small Areas,OASA,31,78,11,2,1
83058,E00023229,E00023229,Output Areas and Small Areas,OASA,56,57,13,0,1
83059,E00023230,E00023230,Output Areas and Small Areas,OASA,62,116,35,12,1
83060,E00023231,E00023231,Output Areas and Small Areas,OASA,26,59,15,1,1
83061,E00023232,E00023232,Output Areas and Small Areas,OASA,13,62,33,10,1
83062,E00023233,E00023233,Output Areas and Small Areas,OASA,41,46,17,5,0
83063,E00023234,E00023234,Output Areas and Small Areas,OASA,61,55,13,1,0
83064,E00023235,E00023235,Output Areas and Small Areas,OASA,63,53,5,1,0
83065,E00023236,E00023236,Output Areas and Small Areas,OASA,36,69,14,5,1
83066,E00023237,E00023237,Output Areas and Small Areas,OASA,64,61,8,2,0
83067,E00023238,E00023238,Output Areas and Small Areas,OASA,111,38,6,1,1
83068,E00023239,E00023239,Output Areas and Small Areas,OASA,79,59,5,0,0
83069,E00023240,E00023240,Output Areas and Small Areas,OASA,74,81,17,5,1
83070,E00023241,E00023241,Output Areas and Small Areas,OASA,48,45,13,0,1
83071,E00023242,E00023242,Output Areas and Small Areas,OASA,135,46,6,1,1
83072,E00023243,E00023243,Output Areas and Small Areas,OASA,82,49,10,1,1
83073,E00023244,E00023244,Output Areas and Small Areas,OASA,129,64,12,0,0
83074,E00023245,E00023245,Output Areas and Small Areas,OASA,85,57,7,3,0
83075,E00023246,E00023246,Output Areas and Small Areas,OASA,60,55,12,2,1
83076,E00023247,E00023247,Output Areas and Small Areas,OASA,95,64,4,3,0
83077,E00023248,E00023248,Output Areas and Small Areas,OASA,36,32,5,1,0
83078,E00023249,E00023249,Output Areas and Small Areas,OASA,119,47,9,2,0
83079,E00023250,E00023250,Output Areas and Small Areas,OASA,69,40,13,3,0
83080,E00023251,E00023251,Output Areas and Small Areas,OASA,74,38,3,1,1
83081,E00023252,E00023252,Output Areas and Small Areas,OASA,85,58,8,0,0
83082,E00023253,E00023253,Output Areas and Small Areas,OASA,54,42,10,1,0
83083,E00023254,E00023254,Output Areas and Small Areas,OASA,42,71,18,3,0
83084,E00023255,E00023255,Output Areas and Small Areas,OASA,51,63,19,0,0
83085,E00023256,E00023256,Output Areas and Small Areas,OASA,47,64,16,3,2
83086,E00023257,E00023257,Output Areas and Small Areas,OASA,36,57,22,9,4
83087,E00023258,E00023258,Output Areas and Small Areas,OASA,73,64,13,1,0
83088,E00023259,E00023259,Output Areas and Small Areas,OASA,98,36,6,0,0
83089,E00023260,E00023260,Output Areas and Small Areas,OASA,82,54,18,3,1
83090,E00023261,E00023261,Output Areas and Small Areas,OASA,18,63,35,5,1
83091,E00023262,E00023262,Output Areas and Small Areas,OASA,57,67,15,0,0
83092,E00023263,E00023263,Output Areas and Small Areas,OASA,74,50,7,0,0
83093,E00023264,E00023264,Output Areas and Small Areas,OASA,51,60,26,4,2
83094,E00023265,E00023265,Output Areas and Small Areas,OASA,73,39,4,0,2
83095,E00023266,E00023266,Output Areas and Small Areas,OASA,97,32,4,0,0
83096,E00023267,E00023267,Output Areas and Small Areas,OASA,60,81,13,0,1
83097,E00023268,E00023268,Output Areas and Small Areas,OASA,76,48,4,0,0
83098,E00023269,E00023269,Output Areas and Small Areas,OASA,58,66,15,3,2
83099,E00023270,E00023270,Output Areas and Small Areas,OASA,69,87,30,2,0
83100,E00023271,E00023271,Output Areas and Small Areas,OASA,91,44,4,1,0
83101,E00023272,E00023272,Output Areas and Small Areas,OASA,81,55,12,2,0
83102,E00023273,E00023273,Output Areas and Small Areas,OASA,82,43,3,1,0
83103,E00023274,E00023274,Output Areas and Small Areas,OASA,79,67,9,0,0
83104,E00023275,E00023275,Output Areas and Small Areas,OASA,71,43,3,3,1
83105,E00023276,E00023276,Output Areas and Small Areas,OASA,69,47,7,1,1
83106,E00023277,E00023277,Output Areas and Small Areas,OASA,50,69,14,1,2
83107,E00023278,E00023278,Output Areas and Small Areas,OASA,32,81,15,6,0
83108,E00023279,E00023279,Output Areas and Small Areas,OASA,23,77,27,2,1
83109,E00023280,E00023280,Output Areas and Small Areas,OASA,52,45,28,8,0
83110,E00023281,E00023281,Output Areas and Small Areas,OASA,57,75,12,2,0
83111,E00023282,E00023282,Output Areas and Small Areas,OASA,44,62,14,1,1
83112,E00023283,E00023283,Output Areas and Small Areas,OASA,47,67,31,2,0
83113,E00023284,E00023284,Output Areas and Small Areas,OASA,52,61,15,0,1
83114,E00023285,E00023285,Output Areas and Small Areas,OASA,59,65,9,1,0
83115,E00023286,E00023286,Output Areas and Small Areas,OASA,20,38,67,13,4
83116,E00023287,E00023287,Output Areas and Small Areas,OASA,31,61,21,1,0
83117,E00023288,E00023288,Output Areas and Small Areas,OASA,40,60,14,4,3
83118,E00023289,E00023289,Output Areas and Small Areas,OASA,50,81,20,1,0
83119,E00023290,E00023290,Output Areas and Small Areas,OASA,46,59,22,4,2
83120,E00023291,E00023291,Output Areas and Small Areas,OASA,74,108,18,0,0
83121,E00023292,E00023292,Output Areas and Small Areas,OASA,30,69,20,2,0
83122,E00023293,E00023293,Output Areas and Small Areas,OASA,9,60,49,4,2
83123,E00023294,E00023294,Output Areas and Small Areas,OASA,30,43,39,10,5
83124,E00023295,E00023295,Output Areas and Small Areas,OASA,14,52,35,9,2
83125,E00023296,E00023296,Output Areas and Small Areas,OASA,32,76,14,2,1
83126,E00023297,E00023297,Output Areas and Small Areas,OASA,6,45,42,10,3
83127,E00023298,E00023298,Output Areas and Small Areas,OASA,59,66,14,1,1
83128,E00023299,E00023299,Output Areas and Small Areas,OASA,10,80,29,7,1
83129,E00023300,E00023300,Output Areas and Small Areas,OASA,39,57,19,0,0
83130,E00023301,E00023301,Output Areas and Small Areas,OASA,30,52,27,4,1
83131,E00023302,E00023302,Output Areas and Small Areas,OASA,44,76,30,8,3
83132,E00023303,E00023303,Output Areas and Small Areas,OASA,49,72,16,2,0
83133,E00023304,E00023304,Output Areas and Small Areas,OASA,35,95,29,3,1
83134,E00023305,E00023305,Output Areas and Small Areas,OASA,52,52,15,7,1
83135,E00023306,E00023306,Output Areas and Small Areas,OASA,49,63,16,1,0
83136,E00023307,E00023307,Output Areas and Small Areas,OASA,31,76,24,6,3
83137,E00023308,E00023308,Output Areas and Small Areas,OASA,49,51,18,3,2
83138,E00023309,E00023309,Output Areas and Small Areas,OASA,42,63,25,2,1
83139,E00023310,E00023310,Output Areas and Small Areas,OASA,52,52,11,0,0
83140,E00023311,E00023311,Output Areas and Small Areas,OASA,14,57,40,0,3
83141,E00023312,E00023312,Output Areas and Small Areas,OASA,62,54,6,2,0
83142,E00023313,E00023313,Output Areas and Small Areas,OASA,36,43,15,1,0
83143,E00023314,E00023314,Output Areas and Small Areas,OASA,13,49,33,6,4
83144,E00023315,E00023315,Output Areas and Small Areas,OASA,24,43,19,6,3
83145,E00023316,E00023316,Output Areas and Small Areas,OASA,57,87,13,2,0
83146,E00023317,E00023317,Output Areas and Small Areas,OASA,53,47,11,0,0
83147,E00023318,E00023318,Output Areas and Small Areas,OASA,48,66,12,2,0
83148,E00023319,E00023319,Output Areas and Small Areas,OASA,33,84,23,2,2
83149,E00023320,E00023320,Output Areas and Small Areas,OASA,16,56,26,4,0
83150,E00023321,E00023321,Output Areas and Small Areas,OASA,43,85,9,2,1
83151,E00023322,E00023322,Output Areas and Small Areas,OASA,26,52,21,4,0
83152,E00023323,E00023323,Output Areas and Small Areas,OASA,22,74,35,6,0
83153,E00023324,E00023324,Output Areas and Small Areas,OASA,80,100,22,2,2
83154,E00023325,E00023325,Output Areas and Small Areas,OASA,38,53,26,4,1
83155,E00023326,E00023326,Output Areas and Small Areas,OASA,27,57,19,4,3
83156,E00023327,E00023327,Output Areas and Small Areas,OASA,13,60,30,9,0
83157,E00023328,E00023328,Output Areas and Small Areas,OASA,44,66,10,0,0
83158,E00023329,E00023329,Output Areas and Small Areas,OASA,42,57,17,2,2
83159,E00023330,E00023330,Output Areas and Small Areas,OASA,56,54,8,1,2
83160,E00023331,E00023331,Output Areas and Small Areas,OASA,55,49,13,1,1
83161,E00023332,E00023332,Output Areas and Small Areas,OASA,66,54,11,1,1
83162,E00023333,E00023333,Output Areas and Small Areas,OASA,30,93,13,2,0
83163,E00023334,E00023334,Output Areas and Small Areas,OASA,60,66,7,0,0
83164,E00023335,E00023335,Output Areas and Small Areas,OASA,54,64,16,1,0
83165,E00023337,E00023337,Output Areas and Small Areas,OASA,65,70,8,2,1
83166,E00023338,E00023338,Output Areas and Small Areas,OASA,14,70,46,8,2
83167,E00023339,E00023339,Output Areas and Small Areas,OASA,82,55,7,2,0
83168,E00023340,E00023340,Output Areas and Small Areas,OASA,80,45,5,1,0
83169,E00023341,E00023341,Output Areas and Small Areas,OASA,45,63,15,0,1
83170,E00023342,E00023342,Output Areas and Small Areas,OASA,76,49,11,0,1
83171,E00023343,E00023343,Output Areas and Small Areas,OASA,47,58,20,3,0
83172,E00023344,E00023344,Output Areas and Small Areas,OASA,38,113,34,10,1
83173,E00023345,E00023345,Output Areas and Small Areas,OASA,74,49,10,0,0
83174,E00023346,E00023346,Output Areas and Small Areas,OASA,71,34,11,2,0
83175,E00023347,E00023347,Output Areas and Small Areas,OASA,81,50,5,1,0
83176,E00023348,E00023348,Output Areas and Small Areas,OASA,77,44,4,0,0
83177,E00023349,E00023349,Output Areas and Small Areas,OASA,57,51,9,2,0
83178,E00023350,E00023350,Output Areas and Small Areas,OASA,47,62,16,1,1
83179,E00023351,E00023351,Output Areas and Small Areas,OASA,69,62,6,0,0
83180,E00023352,E00023352,Output Areas and Small Areas,OASA,57,51,6,0,1
83181,E00023353,E00023353,Output Areas and Small Areas,OASA,74,50,6,1,1
83182,E00023354,E00023354,Output Areas and Small Areas,OASA,49,83,16,3,1
83183,E00023355,E00023355,Output Areas and Small Areas,OASA,49,67,11,4,0
83184,E00023356,E00023356,Output Areas and Small Areas,OASA,68,58,12,2,2
83185,E00023357,E00023357,Output Areas and Small Areas,OASA,57,72,21,3,1
83186,E00023358,E00023358,Output Areas and Small Areas,OASA,64,56,13,3,0
83187,E00023359,E00023359,Output Areas and Small Areas,OASA,56,60,16,1,0
83188,E00023360,E00023360,Output Areas and Small Areas,OASA,34,93,17,1,0
83189,E00023361,E00023361,Output Areas and Small Areas,OASA,62,52,12,0,0
83190,E00023362,E00023362,Output Areas and Small Areas,OASA,46,83,19,2,2
83191,E00023363,E00023363,Output Areas and Small Areas,OASA,37,74,20,4,0
83192,E00023364,E00023364,Output Areas and Small Areas,OASA,48,75,8,1,0
83193,E00023365,E00023365,Output Areas and Small Areas,OASA,81,51,9,0,0
83194,E00023366,E00023366,Output Areas and Small Areas,OASA,48,52,17,0,1
83195,E00023368,E00023368,Output Areas and Small Areas,OASA,31,75,25,3,1
83196,E00023369,E00023369,Output Areas and Small Areas,OASA,43,57,17,1,1
83197,E00023370,E00023370,Output Areas and Small Areas,OASA,22,46,37,16,4
83198,E00023371,E00023371,Output Areas and Small Areas,OASA,16,47,56,11,1
83199,E00023372,E00023372,Output Areas and Small Areas,OASA,40,76,13,1,0
83200,E00023373,E00023373,Output Areas and Small Areas,OASA,36,55,28,6,1
83201,E00023374,E00023374,Output Areas and Small Areas,OASA,49,67,16,2,1
83202,E00023375,E00023375,Output Areas and Small Areas,OASA,29,61,22,3,2
83203,E00023376,E00023376,Output Areas and Small Areas,OASA,65,32,12,1,0
83204,E00023377,E00023377,Output Areas and Small Areas,OASA,85,35,4,0,1
83205,E00023378,E00023378,Output Areas and Small Areas,OASA,20,45,44,20,8
83206,E00023379,E00023379,Output Areas and Small Areas,OASA,52,61,14,3,1
83207,E00023380,E00023380,Output Areas and Small Areas,OASA,47,59,15,0,0
83208,E00023381,E00023381,Output Areas and Small Areas,OASA,50,64,14,4,0
83209,E00023382,E00023382,Output Areas and Small Areas,OASA,85,52,4,1,0
83210,E00023383,E00023383,Output Areas and Small Areas,OASA,87,52,8,2,0
83211,E00023384,E00023384,Output Areas and Small Areas,OASA,44,66,24,2,0
83212,E00023385,E00023385,Output Areas and Small Areas,OASA,91,51,6,0,0
83213,E00023386,E00023386,Output Areas and Small Areas,OASA,45,67,15,3,1
83214,E00023387,E00023387,Output Areas and Small Areas,OASA,103,43,8,1,0
83215,E00023388,E00023388,Output Areas and Small Areas,OASA,109,53,8,0,0
83216,E00023389,E00023389,Output Areas and Small Areas,OASA,81,54,6,0,0
83217,E00023390,E00023390,Output Areas and Small Areas,OASA,53,50,16,1,1
83218,E00023391,E00023391,Output Areas and Small Areas,OASA,82,57,2,1,0
83219,E00023392,E00023392,Output Areas and Small Areas,OASA,92,44,2,0,0
83220,E00023393,E00023393,Output Areas and Small Areas,OASA,37,60,21,4,0
83221,E00023394,E00023394,Output Areas and Small Areas,OASA,89,60,9,4,2
83222,E00023395,E00023395,Output Areas and Small Areas,OASA,85,34,6,0,0
83223,E00023396,E00023396,Output Areas and Small Areas,OASA,42,58,30,1,2
83224,E00023397,E00023397,Output Areas and Small Areas,OASA,38,56,13,2,2
83225,E00023398,E00023398,Output Areas and Small Areas,OASA,60,58,17,3,1
83226,E00023399,E00023399,Output Areas and Small Areas,OASA,78,61,6,4,0
83227,E00023400,E00023400,Output Areas and Small Areas,OASA,69,70,10,2,0
83228,E00023401,E00023401,Output Areas and Small Areas,OASA,74,51,7,1,0
83229,E00023402,E00023402,Output Areas and Small Areas,OASA,66,56,13,4,4
83230,E00023403,E00023403,Output Areas and Small Areas,OASA,45,58,35,5,1
83231,E00023404,E00023404,Output Areas and Small Areas,OASA,37,71,19,1,1
83232,E00023405,E00023405,Output Areas and Small Areas,OASA,55,85,12,1,0
83233,E00023406,E00023406,Output Areas and Small Areas,OASA,43,62,26,3,1
83234,E00023407,E00023407,Output Areas and Small Areas,OASA,42,70,30,4,0
83235,E00023408,E00023408,Output Areas and Small Areas,OASA,35,46,26,4,1
83236,E00023409,E00023409,Output Areas and Small Areas,OASA,41,54,30,11,4
83237,E00023410,E00023410,Output Areas and Small Areas,OASA,15,50,33,3,2
83238,E00023411,E00023411,Output Areas and Small Areas,OASA,46,81,14,0,1
83239,E00023412,E00023412,Output Areas and Small Areas,OASA,48,46,20,7,0
83240,E00023413,E00023413,Output Areas and Small Areas,OASA,60,78,31,9,1
83241,E00023414,E00023414,Output Areas and Small Areas,OASA,83,24,1,0,0
83242,E00023415,E00023415,Output Areas and Small Areas,OASA,53,70,28,4,1
83243,E00023416,E00023416,Output Areas and Small Areas,OASA,161,71,4,2,0
83244,E00023418,E00023418,Output Areas and Small Areas,OASA,72,43,9,1,0
83245,E00023419,E00023419,Output Areas and Small Areas,OASA,83,84,17,2,0
83246,E00023421,E00023421,Output Areas and Small Areas,OASA,134,41,3,0,0
83247,E00023422,E00023422,Output Areas and Small Areas,OASA,72,80,29,10,4
83248,E00023423,E00023423,Output Areas and Small Areas,OASA,131,33,8,1,1
83249,E00023424,E00023424,Output Areas and Small Areas,OASA,80,45,8,0,0
83250,E00023425,E00023425,Output Areas and Small Areas,OASA,47,31,10,4,3
83251,E00023426,E00023426,Output Areas and Small Areas,OASA,64,69,26,1,0
83252,E00023427,E00023427,Output Areas and Small Areas,OASA,64,43,2,0,0
83253,E00023428,E00023428,Output Areas and Small Areas,OASA,56,58,12,0,0
83254,E00023429,E00023429,Output Areas and Small Areas,OASA,128,54,6,1,2
83255,E00023430,E00023430,Output Areas and Small Areas,OASA,71,35,4,0,0
83256,E00023431,E00023431,Output Areas and Small Areas,OASA,67,75,21,5,4
83257,E00023432,E00023432,Output Areas and Small Areas,OASA,40,47,18,1,2
83258,E00023433,E00023433,Output Areas and Small Areas,OASA,31,55,19,3,0
83259,E00023434,E00023434,Output Areas and Small Areas,OASA,80,46,8,0,0
83260,E00023435,E00023435,Output Areas and Small Areas,OASA,13,55,43,8,3
83261,E00023436,E00023436,Output Areas and Small Areas,OASA,19,29,34,15,7
83262,E00023437,E00023437,Output Areas and Small Areas,OASA,44,49,12,1,1
83263,E00023438,E00023438,Output Areas and Small Areas,OASA,25,66,23,1,0
83264,E00023439,E00023439,Output Areas and Small Areas,OASA,141,84,11,0,0
83265,E00023440,E00023440,Output Areas and Small Areas,OASA,44,42,20,4,0
83266,E00023441,E00023441,Output Areas and Small Areas,OASA,43,57,28,5,3
83267,E00023442,E00023442,Output Areas and Small Areas,OASA,39,50,11,4,1
83268,E00023443,E00023443,Output Areas and Small Areas,OASA,64,29,8,1,0
83269,E00023444,E00023444,Output Areas and Small Areas,OASA,69,51,11,2,1
83270,E00023445,E00023445,Output Areas and Small Areas,OASA,44,41,19,4,1
83271,E00023446,E00023446,Output Areas and Small Areas,OASA,101,34,2,2,0
83272,E00023447,E00023447,Output Areas and Small Areas,OASA,80,54,28,2,3
83273,E00023448,E00023448,Output Areas and Small Areas,OASA,73,85,22,11,2
83274,E00023449,E00023449,Output Areas and Small Areas,OASA,71,56,9,1,1
83275,E00023450,E00023450,Output Areas and Small Areas,OASA,93,51,10,0,1
83276,E00023451,E00023451,Output Areas and Small Areas,OASA,148,92,5,0,0
83277,E00023452,E00023452,Output Areas and Small Areas,OASA,152,61,9,1,0
83278,E00023453,E00023453,Output Areas and Small Areas,OASA,108,24,1,0,0
83279,E00023454,E00023454,Output Areas and Small Areas,OASA,92,31,5,0,0
83280,E00023455,E00023455,Output Areas and Small Areas,OASA,79,45,8,4,0
83281,E00023456,E00023456,Output Areas and Small Areas,OASA,93,58,5,1,1
83282,E00023458,E00023458,Output Areas and Small Areas,OASA,73,55,10,0,0
83283,E00023459,E00023459,Output Areas and Small Areas,OASA,58,32,12,3,1
83284,E00023460,E00023460,Output Areas and Small Areas,OASA,92,28,5,0,0
83285,E00023461,E00023461,Output Areas and Small Areas,OASA,184,53,7,0,0
83286,E00023462,E00023462,Output Areas and Small Areas,OASA,94,35,3,0,0
83287,E00023463,E00023463,Output Areas and Small Areas,OASA,79,34,3,2,0
83288,E00023464,E00023464,Output Areas and Small Areas,OASA,71,43,3,0,0
83289,E00023465,E00023465,Output Areas and Small Areas,OASA,57,48,6,3,0
83290,E00023466,E00023466,Output Areas and Small Areas,OASA,86,61,20,6,0
83291,E00023467,E00023467,Output Areas and Small Areas,OASA,111,53,18,1,1
83292,E00023468,E00023468,Output Areas and Small Areas,OASA,96,47,8,3,0
83293,E00023469,E00023469,Output Areas and Small Areas,OASA,139,45,4,0,0
83294,E00023470,E00023470,Output Areas and Small Areas,OASA,46,50,16,10,3
83295,E00023471,E00023471,Output Areas and Small Areas,OASA,79,44,9,0,0
83296,E00023472,E00023472,Output Areas and Small Areas,OASA,79,25,6,3,0
83297,E00023473,E00023473,Output Areas and Small Areas,OASA,125,33,4,0,0
83298,E00023474,E00023474,Output Areas and Small Areas,OASA,110,21,3,0,0
83299,E00023475,E00023475,Output Areas and Small Areas,OASA,52,50,6,1,0
83300,E00023476,E00023476,Output Areas and Small Areas,OASA,132,74,12,1,0
83301,E00023477,E00023477,Output Areas and Small Areas,OASA,118,45,7,1,1
83302,E00023478,E00023478,Output Areas and Small Areas,OASA,95,79,9,0,0
83303,E00023479,E00023479,Output Areas and Small Areas,OASA,88,58,13,1,0
83304,E00023480,E00023480,Output Areas and Small Areas,OASA,108,24,4,0,0
83305,E00023481,E00023481,Output Areas and Small Areas,OASA,47,55,9,1,1
83306,E00023482,E00023482,Output Areas and Small Areas,OASA,55,9,8,0,0
83307,E00023483,E00023483,Output Areas and Small Areas,OASA,143,54,6,2,0
83308,E00023484,E00023484,Output Areas and Small Areas,OASA,84,44,10,2,1
83309,E00023485,E00023485,Output Areas and Small Areas,OASA,83,9,3,0,0
83310,E00023486,E00023486,Output Areas and Small Areas,OASA,124,33,5,1,0
83311,E00023487,E00023487,Output Areas and Small Areas,OASA,74,27,4,0,0
83312,E00023488,E00023488,Output Areas and Small Areas,OASA,108,61,16,7,0
83313,E00023489,E00023489,Output Areas and Small Areas,OASA,113,30,4,0,1
83314,E00023490,E00023490,Output Areas and Small Areas,OASA,143,50,10,1,0
83315,E00023491,E00023491,Output Areas and Small Areas,OASA,142,35,8,1,0
83316,E00023492,E00023492,Output Areas and Small Areas,OASA,83,25,2,0,0
83317,E00023493,E00023493,Output Areas and Small Areas,OASA,88,25,6,0,0
83318,E00023494,E00023494,Output Areas and Small Areas,OASA,144,32,9,1,0
83319,E00023495,E00023495,Output Areas and Small Areas,OASA,67,54,11,2,1
83320,E00023496,E00023496,Output Areas and Small Areas,OASA,92,38,4,0,0
83321,E00023497,E00023497,Output Areas and Small Areas,OASA,60,56,12,0,0
83322,E00023498,E00023498,Output Areas and Small Areas,OASA,55,67,12,1,1
83323,E00023499,E00023499,Output Areas and Small Areas,OASA,98,39,3,0,0
83324,E00023500,E00023500,Output Areas and Small Areas,OASA,120,39,6,0,0
83325,E00023501,E00023501,Output Areas and Small Areas,OASA,77,38,6,1,2
83326,E00023502,E00023502,Output Areas and Small Areas,OASA,71,59,17,4,0
83327,E00023503,E00023503,Output Areas and Small Areas,OASA,72,31,2,2,0
83328,E00023504,E00023504,Output Areas and Small Areas,OASA,72,12,2,0,0
83329,E00023505,E00023505,Output Areas and Small Areas,OASA,91,48,11,1,2
83330,E00023506,E00023506,Output Areas and Small Areas,OASA,87,32,3,0,0
83331,E00023507,E00023507,Output Areas and Small Areas,OASA,84,28,9,0,0
83332,E00023508,E00023508,Output Areas and Small Areas,OASA,96,35,4,1,0
83333,E00023509,E00023509,Output Areas and Small Areas,OASA,75,30,7,0,0
83334,E00023510,E00023510,Output Areas and Small Areas,OASA,94,23,1,0,0
83335,E00023511,E00023511,Output Areas and Small Areas,OASA,100,22,3,0,2
83336,E00023512,E00023512,Output Areas and Small Areas,OASA,90,25,5,1,0
83337,E00023513,E00023513,Output Areas and Small Areas,OASA,108,14,2,0,0
83338,E00023514,E00023514,Output Areas and Small Areas,OASA,86,38,3,1,0
83339,E00023515,E00023515,Output Areas and Small Areas,OASA,106,23,4,0,0
83340,E00023516,E00023516,Output Areas and Small Areas,OASA,63,43,4,0,1
83341,E00023517,E00023517,Output Areas and Small Areas,OASA,113,54,10,3,0
83342,E00023518,E00023518,Output Areas and Small Areas,OASA,88,32,8,1,0
83343,E00023519,E00023519,Output Areas and Small Areas,OASA,87,60,5,0,0
83344,E00023520,E00023520,Output Areas and Small Areas,OASA,99,24,8,0,0
83345,E00023521,E00023521,Output Areas and Small Areas,OASA,115,28,4,1,0
83346,E00023522,E00023522,Output Areas and Small Areas,OASA,155,74,19,1,0
83347,E00023523,E00023523,Output Areas and Small Areas,OASA,76,30,2,1,0
83348,E00023524,E00023524,Output Areas and Small Areas,OASA,48,35,4,1,0
83349,E00023525,E00023525,Output Areas and Small Areas,OASA,74,40,10,2,0
83350,E00023526,E00023526,Output Areas and Small Areas,OASA,100,38,7,1,0
83351,E00023527,E00023527,Output Areas and Small Areas,OASA,157,63,13,0,0
83352,E00023528,E00023528,Output Areas and Small Areas,OASA,104,33,5,0,0
83353,E00023529,E00023529,Output Areas and Small Areas,OASA,97,24,9,0,0
83354,E00023530,E00023530,Output Areas and Small Areas,OASA,79,33,2,0,0
83355,E00023531,E00023531,Output Areas and Small Areas,OASA,104,20,3,0,0
83356,E00023532,E00023532,Output Areas and Small Areas,OASA,93,33,3,0,0
83357,E00023533,E00023533,Output Areas and Small Areas,OASA,80,45,10,1,0
83358,E00023534,E00023534,Output Areas and Small Areas,OASA,75,35,8,1,0
83359,E00023535,E00023535,Output Areas and Small Areas,OASA,58,29,4,0,0
83360,E00023536,E00023536,Output Areas and Small Areas,OASA,84,20,2,1,0
83361,E00023537,E00023537,Output Areas and Small Areas,OASA,44,63,21,5,0
83362,E00023538,E00023538,Output Areas and Small Areas,OASA,86,37,6,0,0
83363,E00023539,E00023539,Output Areas and Small Areas,OASA,87,42,8,1,0
83364,E00023540,E00023540,Output Areas and Small Areas,OASA,105,35,9,3,0
83365,E00023541,E00023541,Output Areas and Small Areas,OASA,119,16,1,0,0
83366,E00023542,E00023542,Output Areas and Small Areas,OASA,113,20,2,0,0
83367,E00023543,E00023543,Output Areas and Small Areas,OASA,93,35,3,1,0
83368,E00023544,E00023544,Output Areas and Small Areas,OASA,55,30,3,0,0
83369,E00023545,E00023545,Output Areas and Small Areas,OASA,60,50,14,1,1
83370,E00023546,E00023546,Output Areas and Small Areas,OASA,136,45,4,0,1
83371,E00023547,E00023547,Output Areas and Small Areas,OASA,89,25,3,0,0
83372,E00023548,E00023548,Output Areas and Small Areas,OASA,95,41,3,0,0
83373,E00023549,E00023549,Output Areas and Small Areas,OASA,67,28,5,0,0
83374,E00023550,E00023550,Output Areas and Small Areas,OASA,81,44,3,2,0
83375,E00023551,E00023551,Output Areas and Small Areas,OASA,100,36,0,0,0
83376,E00023552,E00023552,Output Areas and Small Areas,OASA,100,25,3,0,0
83377,E00023554,E00023554,Output Areas and Small Areas,OASA,92,31,1,0,1
83378,E00023555,E00023555,Output Areas and Small Areas,OASA,95,25,4,2,0
83379,E00023556,E00023556,Output Areas and Small Areas,OASA,77,38,2,0,1
83380,E00023557,E00023557,Output Areas and Small Areas,OASA,39,33,3,1,1
83381,E00023558,E00023558,Output Areas and Small Areas,OASA,64,30,1,3,0
83382,E00023559,E00023559,Output Areas and Small Areas,OASA,48,57,14,2,4
83383,E00023560,E00023560,Output Areas and Small Areas,OASA,43,62,19,5,1
