CDU_ID,GEO_CODE,GEO_LABEL,GEO_TYPE,GEO_TYP2,Total,White-British,White-Irish,White-Gypsy or Irish Traveller, White-Other White,Mixed-White and Black Caribbean,Mixed-White and Black African,Mixed-White and Asian,Mixed-Other Mixed,Asian-Indian,Asian-Pakistani ,Asian-Bangladeshi,Asian-Chinese,Asian-Other Asian,Black-African,Black-Caribbean,Black-Other Black,Other-Arab ,Other-Any other ethnic group
81202,E00021273,E00021273,Output Areas and Small Areas,OASA,286,157,4,0,24,4,0,2,1,4,5,63,2,3,1,9,2,0,5
81203,E00021274,E00021274,Output Areas and Small Areas,OASA,549,246,4,0,3,7,7,8,17,8,5,119,8,12,42,19,26,9,9
81204,E00021275,E00021275,Output Areas and Small Areas,OASA,259,120,3,0,18,10,0,6,4,0,3,47,4,3,13,10,6,3,9
81205,E00021277,E00021277,Output Areas and Small Areas,OASA,249,133,3,0,10,7,1,3,7,1,4,40,1,0,11,20,2,0,6
81206,E00021278,E00021278,Output Areas and Small Areas,OASA,199,69,5,0,21,5,6,5,3,0,0,56,10,1,5,7,3,3,0
81207,E00021279,E00021279,Output Areas and Small Areas,OASA,444,177,6,0,15,9,0,3,5,2,0,153,2,5,21,32,6,7,1
81208,E00021280,E00021280,Output Areas and Small Areas,OASA,287,134,4,0,35,1,3,5,1,4,4,41,5,8,16,7,9,3,7
81209,E00021281,E00021281,Output Areas and Small Areas,OASA,531,254,7,0,66,6,4,5,6,8,5,106,4,7,17,26,4,2,4
81210,E00021282,E00021282,Output Areas and Small Areas,OASA,407,173,11,1,32,14,2,1,8,11,4,75,13,15,13,15,14,0,5
81211,E00021285,E00021285,Output Areas and Small Areas,OASA,123,61,2,0,16,0,0,3,2,1,1,13,7,3,6,4,1,0,3
81212,E00021286,E00021286,Output Areas and Small Areas,OASA,230,136,4,0,28,3,1,0,3,9,0,21,5,2,2,9,3,3,1
81213,E00021287,E00021287,Output Areas and Small Areas,OASA,278,173,5,0,49,3,2,13,4,12,0,1,5,7,0,3,0,1,0
81214,E00021288,E00021288,Output Areas and Small Areas,OASA,239,155,2,0,36,3,1,8,6,15,2,0,0,3,2,0,1,4,1
81215,E00021289,E00021289,Output Areas and Small Areas,OASA,330,85,3,0,9,8,4,4,4,0,2,141,1,6,31,15,11,2,4
81216,E00021290,E00021290,Output Areas and Small Areas,OASA,342,120,2,0,28,7,1,0,4,3,0,111,0,10,18,14,16,5,3
81217,E00021291,E00021291,Output Areas and Small Areas,OASA,374,225,16,0,68,1,2,6,6,7,2,6,8,10,0,7,2,4,4
81218,E00021292,E00021292,Output Areas and Small Areas,OASA,312,119,4,2,34,6,1,3,0,1,3,101,6,8,5,8,5,3,3
81219,E00021294,E00021294,Output Areas and Small Areas,OASA,578,140,7,4,17,7,2,4,2,16,0,265,3,10,46,17,19,4,15
81220,E00021295,E00021295,Output Areas and Small Areas,OASA,379,214,18,0,31,2,2,5,2,8,0,64,9,0,14,9,0,0,1
81221,E00021296,E00021296,Output Areas and Small Areas,OASA,341,211,7,0,50,3,0,16,4,6,0,9,0,8,17,3,0,2,5
81222,E00021297,E00021297,Output Areas and Small Areas,OASA,418,267,16,0,38,8,0,8,6,9,1,26,8,5,1,10,2,9,4
81223,E00021298,E00021298,Output Areas and Small Areas,OASA,417,282,18,0,50,4,2,6,5,8,1,21,4,4,3,6,0,2,1
81224,E00021299,E00021299,Output Areas and Small Areas,OASA,438,228,5,0,36,2,4,2,8,3,0,98,10,6,3,22,8,2,1
81225,E00021300,E00021300,Output Areas and Small Areas,OASA,492,309,20,0,43,6,1,10,6,20,3,35,9,11,5,9,2,0,3
81226,E00021301,E00021301,Output Areas and Small Areas,OASA,522,79,0,1,31,14,4,6,14,3,10,278,15,15,19,13,18,0,2
81227,E00021302,E00021302,Output Areas and Small Areas,OASA,463,198,10,0,39,9,3,9,9,22,2,113,9,4,13,15,6,1,1
81228,E00021303,E00021303,Output Areas and Small Areas,OASA,349,67,1,0,22,4,6,0,1,10,2,183,10,3,21,15,1,1,2
81229,E00021304,E00021304,Output Areas and Small Areas,OASA,361,153,3,0,60,12,5,8,4,2,1,58,6,7,3,21,1,10,7
81230,E00021305,E00021305,Output Areas and Small Areas,OASA,255,160,8,0,19,4,0,7,3,1,3,32,2,5,5,2,0,1,3
81231,E00021306,E00021306,Output Areas and Small Areas,OASA,264,159,11,0,29,4,0,3,9,1,0,25,9,5,0,7,0,0,2
81232,E00021307,E00021307,Output Areas and Small Areas,OASA,470,250,10,1,71,7,10,4,4,18,2,31,21,9,11,7,6,2,6
81233,E00021308,E00021308,Output Areas and Small Areas,OASA,448,210,5,0,46,3,1,5,2,4,3,147,5,1,11,3,1,0,1
81234,E00021309,E00021309,Output Areas and Small Areas,OASA,189,134,3,0,26,0,0,1,2,5,0,0,5,2,7,2,2,0,0
81235,E00021310,E00021310,Output Areas and Small Areas,OASA,259,132,4,4,41,4,2,3,2,1,1,40,2,1,6,8,7,1,0
81236,E00021311,E00021311,Output Areas and Small Areas,OASA,335,122,9,0,10,2,3,2,7,9,7,128,0,8,10,7,6,0,5
81237,E00021312,E00021312,Output Areas and Small Areas,OASA,316,178,3,0,31,5,3,5,3,2,1,45,4,9,10,8,7,0,2
81238,E00021313,E00021313,Output Areas and Small Areas,OASA,484,277,10,0,52,11,4,12,7,0,0,32,10,7,16,17,21,4,4
81239,E00021314,E00021314,Output Areas and Small Areas,OASA,370,259,10,0,36,5,1,2,6,5,1,15,9,1,12,2,5,1,0
81240,E00021315,E00021315,Output Areas and Small Areas,OASA,138,80,1,0,11,1,0,0,0,0,0,16,3,2,11,6,4,1,2
81241,E00021316,E00021316,Output Areas and Small Areas,OASA,322,93,5,0,39,12,2,0,4,0,2,123,2,9,6,14,2,3,6
81242,E00021317,E00021317,Output Areas and Small Areas,OASA,328,234,5,0,27,5,0,9,17,1,0,16,1,2,1,8,1,0,1
81243,E00021318,E00021318,Output Areas and Small Areas,OASA,303,149,7,0,47,3,2,6,10,12,1,35,1,8,2,15,3,2,0
81244,E00021319,E00021319,Output Areas and Small Areas,OASA,330,140,7,0,27,7,3,2,6,5,0,77,3,4,23,15,3,4,4
81245,E00021320,E00021320,Output Areas and Small Areas,OASA,322,217,5,0,21,13,2,2,5,1,4,23,6,0,11,4,2,0,6
81246,E00021321,E00021321,Output Areas and Small Areas,OASA,302,146,6,0,31,2,0,1,1,9,2,54,7,10,6,10,15,0,2
81247,E00021322,E00021322,Output Areas and Small Areas,OASA,315,107,10,0,43,3,5,1,1,2,0,114,3,0,9,13,2,2,0
81248,E00021323,E00021323,Output Areas and Small Areas,OASA,374,119,5,0,26,12,0,1,1,4,8,108,19,7,15,13,12,1,23
81249,E00021324,E00021324,Output Areas and Small Areas,OASA,380,224,14,1,44,2,0,9,4,13,1,25,8,15,4,11,5,0,0
81250,E00021325,E00021325,Output Areas and Small Areas,OASA,413,171,5,1,22,5,2,3,3,8,2,113,5,9,29,16,14,1,4
81251,E00021326,E00021326,Output Areas and Small Areas,OASA,433,100,6,0,26,14,0,2,6,3,8,195,5,10,9,9,17,15,8
81252,E00021327,E00021327,Output Areas and Small Areas,OASA,397,264,5,0,39,5,0,7,8,5,3,21,5,2,4,17,2,8,2
81253,E00021328,E00021328,Output Areas and Small Areas,OASA,434,94,1,0,48,8,4,5,13,9,0,181,14,15,17,8,1,3,13
81254,E00021329,E00021329,Output Areas and Small Areas,OASA,398,137,6,4,34,5,0,2,8,3,2,107,7,17,24,11,23,4,4
81255,E00021330,E00021330,Output Areas and Small Areas,OASA,334,80,1,0,12,5,1,0,0,5,9,146,18,5,19,26,3,3,1
81256,E00021331,E00021331,Output Areas and Small Areas,OASA,200,51,2,0,21,0,3,6,3,5,1,82,0,1,6,5,5,3,6
81257,E00021332,E00021332,Output Areas and Small Areas,OASA,491,109,0,6,7,10,2,2,4,1,6,287,2,14,16,10,5,10,0
81258,E00021333,E00021333,Output Areas and Small Areas,OASA,351,98,3,0,11,3,1,4,2,0,4,150,10,6,24,18,8,1,8
81259,E00021334,E00021334,Output Areas and Small Areas,OASA,377,125,8,2,18,7,5,1,5,10,0,127,7,2,17,25,9,1,8
81260,E00021335,E00021335,Output Areas and Small Areas,OASA,564,167,8,0,24,14,0,2,2,9,5,207,26,8,38,19,26,4,5
81261,E00021336,E00021336,Output Areas and Small Areas,OASA,300,79,0,0,18,11,4,6,0,0,0,112,10,21,14,5,4,4,12
81262,E00021337,E00021337,Output Areas and Small Areas,OASA,339,78,4,0,4,0,1,8,2,1,13,160,2,13,6,24,17,0,6
81263,E00021338,E00021338,Output Areas and Small Areas,OASA,452,30,3,0,6,1,3,3,0,6,2,348,3,7,24,10,3,2,1
81264,E00021339,E00021339,Output Areas and Small Areas,OASA,331,153,5,0,41,0,3,6,4,1,2,64,7,5,21,10,7,2,0
81265,E00021340,E00021340,Output Areas and Small Areas,OASA,383,78,6,0,67,7,1,12,9,28,11,66,21,18,20,23,6,5,5
81266,E00021342,E00021342,Output Areas and Small Areas,OASA,342,52,6,0,12,4,4,2,4,9,0,191,0,9,28,12,4,1,4
81267,E00021344,E00021344,Output Areas and Small Areas,OASA,534,120,2,0,17,5,4,6,10,6,1,255,29,8,21,25,20,1,4
81268,E00021345,E00021345,Output Areas and Small Areas,OASA,348,67,1,0,23,6,0,3,1,2,0,189,7,5,18,7,14,1,4
81269,E00021346,E00021346,Output Areas and Small Areas,OASA,341,71,1,0,21,5,0,7,8,6,5,161,5,15,12,9,10,4,1
81270,E00021347,E00021347,Output Areas and Small Areas,OASA,408,55,4,0,26,5,4,0,6,3,8,227,4,10,11,24,11,10,0
81271,E00021349,E00021349,Output Areas and Small Areas,OASA,399,51,3,0,17,1,5,1,10,10,4,229,5,3,16,27,6,1,10
81272,E00021350,E00021350,Output Areas and Small Areas,OASA,354,75,3,0,32,7,1,3,0,1,0,189,6,3,9,6,17,1,1
81273,E00021351,E00021351,Output Areas and Small Areas,OASA,381,59,3,0,19,5,0,2,4,1,2,231,0,1,26,5,15,4,4
81274,E00021352,E00021352,Output Areas and Small Areas,OASA,284,76,0,0,11,9,1,2,7,4,5,106,11,3,31,11,0,3,4
81275,E00021353,E00021353,Output Areas and Small Areas,OASA,308,59,2,0,8,1,1,1,4,4,0,159,9,7,24,13,4,2,10
81276,E00021354,E00021354,Output Areas and Small Areas,OASA,463,103,8,0,22,6,4,3,5,2,13,209,9,5,38,10,8,1,17
81277,E00021355,E00021355,Output Areas and Small Areas,OASA,300,131,8,0,51,7,0,4,10,8,1,18,14,9,6,5,9,3,16
81278,E00021357,E00021357,Output Areas and Small Areas,OASA,412,31,0,0,10,5,1,6,1,8,0,288,2,10,26,10,8,5,1
81279,E00021359,E00021359,Output Areas and Small Areas,OASA,369,61,3,0,27,1,1,3,15,6,1,182,19,2,15,10,20,1,2
81280,E00021360,E00021360,Output Areas and Small Areas,OASA,450,33,0,1,37,7,3,0,2,3,1,295,5,2,19,14,25,2,1
81281,E00021361,E00021361,Output Areas and Small Areas,OASA,371,86,6,0,31,8,4,4,8,1,3,137,6,11,31,15,6,9,5
81282,E00021363,E00021363,Output Areas and Small Areas,OASA,389,144,0,0,28,6,0,4,2,0,0,153,3,4,27,6,10,2,0
81283,E00021364,E00021364,Output Areas and Small Areas,OASA,570,154,8,1,47,8,4,1,7,5,6,227,7,33,15,20,6,7,14
81284,E00021365,E00021365,Output Areas and Small Areas,OASA,282,113,4,0,32,5,1,0,5,3,0,68,4,4,19,13,4,4,3
81285,E00021366,E00021366,Output Areas and Small Areas,OASA,371,87,0,0,22,8,0,2,2,5,3,186,12,2,9,16,8,6,3
81286,E00021367,E00021367,Output Areas and Small Areas,OASA,318,130,2,0,20,0,2,5,2,5,5,104,6,6,18,7,1,2,3
81287,E00021368,E00021368,Output Areas and Small Areas,OASA,399,95,0,0,31,7,12,2,1,2,3,185,2,6,18,12,12,4,7
81288,E00021369,E00021369,Output Areas and Small Areas,OASA,232,55,2,0,2,5,0,0,0,0,3,141,5,0,5,6,8,0,0
81289,E00021370,E00021370,Output Areas and Small Areas,OASA,616,120,1,0,21,8,9,0,6,11,16,302,10,9,51,2,36,2,12
81290,E00021371,E00021371,Output Areas and Small Areas,OASA,199,14,0,0,1,6,0,0,0,2,8,132,0,6,17,3,3,2,5
81291,E00021372,E00021372,Output Areas and Small Areas,OASA,385,100,1,0,38,10,2,1,3,16,0,130,19,14,19,7,10,3,12
81292,E00021374,E00021374,Output Areas and Small Areas,OASA,420,118,4,0,16,5,0,5,2,3,3,229,4,1,14,10,4,2,0
81293,E00021375,E00021375,Output Areas and Small Areas,OASA,389,69,4,0,17,3,0,1,5,0,0,222,5,9,18,18,17,1,0
81294,E00021376,E00021376,Output Areas and Small Areas,OASA,384,81,1,0,16,7,2,0,4,4,0,185,3,3,31,20,15,7,5
81295,E00021377,E00021377,Output Areas and Small Areas,OASA,586,166,3,0,85,14,7,1,4,8,10,168,25,16,20,27,17,12,3
81296,E00021378,E00021378,Output Areas and Small Areas,OASA,424,120,9,0,57,5,1,2,7,11,0,120,9,12,31,5,15,1,19
81297,E00021379,E00021379,Output Areas and Small Areas,OASA,283,109,8,0,21,7,3,2,2,4,0,59,10,17,17,7,10,3,4
81298,E00021380,E00021380,Output Areas and Small Areas,OASA,329,108,10,0,42,2,3,3,5,8,0,64,6,8,42,9,10,0,9
81299,E00021381,E00021381,Output Areas and Small Areas,OASA,410,114,4,0,16,16,0,4,2,0,6,166,9,18,17,24,3,6,5
81300,E00021382,E00021382,Output Areas and Small Areas,OASA,411,77,5,0,15,14,2,4,2,2,7,205,6,11,33,16,7,2,3
81301,E00021383,E00021383,Output Areas and Small Areas,OASA,523,139,6,0,15,13,6,0,8,7,0,225,10,5,35,36,12,1,5
81302,E00021384,E00021384,Output Areas and Small Areas,OASA,220,139,3,0,36,4,0,7,3,2,0,9,0,7,6,0,2,0,2
81303,E00021385,E00021385,Output Areas and Small Areas,OASA,433,157,6,0,58,7,1,4,0,8,16,111,25,6,13,9,9,3,0
81304,E00021386,E00021386,Output Areas and Small Areas,OASA,360,86,0,4,26,1,0,0,3,6,0,167,16,3,30,6,4,4,4
81305,E00021387,E00021387,Output Areas and Small Areas,OASA,664,200,4,0,32,16,3,5,3,8,3,270,22,10,41,30,8,2,7
81306,E00021388,E00021388,Output Areas and Small Areas,OASA,330,89,3,0,34,10,3,0,3,9,4,113,3,7,19,18,3,4,8
81307,E00021391,E00021391,Output Areas and Small Areas,OASA,492,79,1,6,36,15,2,5,4,1,7,244,4,11,25,17,21,6,8
81308,E00021392,E00021392,Output Areas and Small Areas,OASA,369,161,7,0,58,7,5,6,2,4,1,67,12,4,16,12,6,0,1
81309,E00021393,E00021393,Output Areas and Small Areas,OASA,423,90,2,0,25,6,1,5,1,4,0,195,8,11,33,12,21,2,7
81310,E00021394,E00021394,Output Areas and Small Areas,OASA,358,93,5,1,20,8,2,3,2,1,0,156,10,12,20,12,3,2,8
81311,E00021395,E00021395,Output Areas and Small Areas,OASA,336,96,1,0,15,6,0,0,2,0,12,149,0,0,28,7,11,6,3
81312,E00021396,E00021396,Output Areas and Small Areas,OASA,351,128,3,0,22,8,2,0,6,2,6,116,12,8,20,10,4,0,4
81313,E00021397,E00021397,Output Areas and Small Areas,OASA,566,146,2,0,36,11,2,1,0,7,2,257,5,8,38,17,22,11,1
81314,E00021398,E00021398,Output Areas and Small Areas,OASA,474,118,4,1,46,3,1,2,9,1,0,200,14,19,22,12,3,6,13
81315,E00021399,E00021399,Output Areas and Small Areas,OASA,371,197,5,0,57,3,1,6,8,4,0,58,16,4,5,4,0,2,1
81316,E00021400,E00021400,Output Areas and Small Areas,OASA,394,119,14,0,47,8,3,7,0,4,2,116,3,20,18,17,10,5,1
81317,E00021402,E00021402,Output Areas and Small Areas,OASA,276,109,6,0,24,6,5,4,2,4,5,65,6,3,15,13,4,0,5
81318,E00021404,E00021404,Output Areas and Small Areas,OASA,256,140,6,0,70,0,1,2,2,11,1,4,12,1,1,0,0,3,2
81319,E00021405,E00021405,Output Areas and Small Areas,OASA,429,152,5,0,48,0,0,5,10,20,1,135,9,7,16,10,3,6,2
81320,E00021406,E00021406,Output Areas and Small Areas,OASA,371,94,1,0,30,3,1,3,0,3,3,180,13,5,17,5,8,4,1
81321,E00021407,E00021407,Output Areas and Small Areas,OASA,540,123,0,0,34,7,17,7,8,9,15,190,5,19,46,28,23,5,4
81322,E00021408,E00021408,Output Areas and Small Areas,OASA,340,101,11,0,82,2,6,2,4,36,8,15,32,16,6,9,2,5,3
81323,E00021409,E00021409,Output Areas and Small Areas,OASA,274,148,11,0,53,1,0,1,2,12,0,4,13,8,10,3,0,2,6
81324,E00021410,E00021410,Output Areas and Small Areas,OASA,316,107,1,0,47,4,4,7,7,1,4,95,9,7,9,9,5,0,0
81325,E00021411,E00021411,Output Areas and Small Areas,OASA,389,121,7,0,37,4,2,3,8,2,0,119,11,18,34,17,1,4,1
81326,E00021412,E00021412,Output Areas and Small Areas,OASA,514,143,9,0,45,9,10,2,10,16,8,156,31,8,32,7,10,4,14
81327,E00021413,E00021413,Output Areas and Small Areas,OASA,413,62,3,0,33,1,7,1,5,1,2,213,17,9,29,10,12,4,4
81328,E00021414,E00021414,Output Areas and Small Areas,OASA,402,25,3,0,12,1,0,1,4,3,0,308,10,2,12,6,10,1,4
81329,E00021415,E00021415,Output Areas and Small Areas,OASA,379,107,1,0,21,11,6,3,4,5,0,159,5,19,19,3,12,4,0
81330,E00021416,E00021416,Output Areas and Small Areas,OASA,369,143,3,0,52,9,0,0,2,4,0,114,13,10,15,3,1,0,0
81331,E00021417,E00021417,Output Areas and Small Areas,OASA,275,105,4,0,51,3,3,0,2,8,0,74,2,2,7,3,2,1,8
81332,E00021418,E00021418,Output Areas and Small Areas,OASA,213,86,3,0,58,0,0,4,4,17,0,0,26,4,6,1,1,1,2
81333,E00021419,E00021419,Output Areas and Small Areas,OASA,446,31,0,0,24,4,1,2,2,3,12,312,1,5,32,6,10,0,1
81334,E00021420,E00021420,Output Areas and Small Areas,OASA,285,116,5,0,46,5,0,5,5,11,1,60,10,10,9,2,0,0,0
81335,E00021421,E00021421,Output Areas and Small Areas,OASA,448,86,8,0,37,7,1,4,5,11,3,212,19,9,22,10,5,1,8
81336,E00021422,E00021422,Output Areas and Small Areas,OASA,209,57,2,0,10,1,0,2,3,0,4,98,8,5,8,2,1,1,7
81337,E00021423,E00021423,Output Areas and Small Areas,OASA,417,66,4,0,28,2,0,2,3,4,0,221,17,13,22,6,20,6,3
81338,E00021424,E00021424,Output Areas and Small Areas,OASA,212,101,4,0,42,1,0,0,0,9,3,19,19,7,4,0,0,3,0
81339,E00021425,E00021425,Output Areas and Small Areas,OASA,232,127,11,0,43,1,1,6,9,5,3,0,16,6,1,1,0,1,1
81340,E00021426,E00021426,Output Areas and Small Areas,OASA,349,78,0,0,29,1,4,6,0,2,3,139,18,15,32,13,4,1,4
81341,E00021427,E00021427,Output Areas and Small Areas,OASA,229,114,7,0,56,0,1,9,2,12,2,1,10,2,5,1,1,6,0
81342,E00021428,E00021428,Output Areas and Small Areas,OASA,393,97,2,1,45,11,0,3,6,5,6,164,7,5,14,11,6,8,2
81343,E00021429,E00021429,Output Areas and Small Areas,OASA,141,43,2,0,19,0,1,2,5,2,0,38,4,2,11,9,0,2,1
81344,E00021430,E00021430,Output Areas and Small Areas,OASA,331,89,1,0,15,3,9,9,2,3,5,155,1,12,16,5,0,2,4
81345,E00021431,E00021431,Output Areas and Small Areas,OASA,319,99,3,0,25,4,2,3,1,11,3,131,6,13,10,1,1,6,0
81346,E00021432,E00021432,Output Areas and Small Areas,OASA,387,112,6,0,36,5,1,2,3,14,1,142,5,13,13,12,13,0,9
81347,E00021433,E00021433,Output Areas and Small Areas,OASA,624,179,8,1,64,10,10,0,9,4,5,227,26,18,26,11,7,3,16
81348,E00021434,E00021434,Output Areas and Small Areas,OASA,421,79,4,0,32,3,3,6,4,4,0,237,2,16,5,13,12,0,1
81349,E00021437,E00021437,Output Areas and Small Areas,OASA,318,87,2,0,24,6,0,3,0,6,2,127,10,1,24,7,15,4,0
81350,E00021438,E00021438,Output Areas and Small Areas,OASA,210,110,2,0,26,0,0,1,2,1,0,44,5,1,3,13,1,0,1
81351,E00021439,E00021439,Output Areas and Small Areas,OASA,236,48,0,0,22,3,1,2,3,0,3,115,8,9,8,8,1,1,4
81352,E00021440,E00021440,Output Areas and Small Areas,OASA,451,75,1,0,37,0,0,8,2,6,11,261,15,8,9,1,14,2,1
81353,E00021441,E00021441,Output Areas and Small Areas,OASA,358,226,7,0,23,7,2,3,3,1,1,67,0,2,0,4,9,0,3
81354,E00021442,E00021442,Output Areas and Small Areas,OASA,335,199,6,0,15,5,2,4,3,1,3,80,0,2,4,3,7,1,0
81355,E00021443,E00021443,Output Areas and Small Areas,OASA,265,158,7,0,22,9,0,1,0,6,0,35,2,5,8,5,0,0,7
81356,E00021444,E00021444,Output Areas and Small Areas,OASA,348,176,4,0,21,2,5,0,6,6,4,76,8,6,11,5,9,5,4
81357,E00021445,E00021445,Output Areas and Small Areas,OASA,422,24,0,0,14,3,0,3,2,15,3,300,5,8,20,6,11,1,7
81358,E00021446,E00021446,Output Areas and Small Areas,OASA,448,12,2,0,16,5,2,2,1,1,5,326,5,10,30,7,11,1,12
81359,E00021447,E00021447,Output Areas and Small Areas,OASA,266,164,5,0,38,0,3,2,0,4,0,28,8,5,5,1,0,3,0
81360,E00021448,E00021448,Output Areas and Small Areas,OASA,337,127,4,0,36,3,3,0,2,8,0,120,4,3,15,3,3,0,6
81361,E00021449,E00021449,Output Areas and Small Areas,OASA,333,152,6,1,56,8,4,5,6,2,2,59,9,8,6,6,1,1,1
81362,E00021450,E00021450,Output Areas and Small Areas,OASA,187,138,4,0,17,0,0,5,2,1,0,6,3,0,0,4,0,6,1
81363,E00021451,E00021451,Output Areas and Small Areas,OASA,400,108,5,0,41,6,0,12,2,2,1,178,4,4,19,3,5,4,6
81364,E00021452,E00021452,Output Areas and Small Areas,OASA,212,94,4,0,20,2,2,0,1,1,0,55,3,2,21,3,2,0,2
81365,E00021453,E00021453,Output Areas and Small Areas,OASA,310,166,10,1,41,3,1,6,6,2,2,48,2,2,7,6,2,3,2
81366,E00021454,E00021454,Output Areas and Small Areas,OASA,357,124,5,0,10,2,0,0,4,1,0,165,6,2,23,5,4,1,5
81367,E00021455,E00021455,Output Areas and Small Areas,OASA,346,108,7,0,28,1,0,3,8,3,1,143,4,3,8,14,1,3,11
81368,E00021458,E00021458,Output Areas and Small Areas,OASA,288,167,10,0,59,1,3,4,2,17,0,6,2,5,6,2,1,2,1
81369,E00021459,E00021459,Output Areas and Small Areas,OASA,256,148,1,0,48,1,4,8,3,2,2,9,2,6,4,4,2,6,6
81370,E00021460,E00021460,Output Areas and Small Areas,OASA,385,143,5,0,62,4,5,2,6,4,3,113,1,6,14,5,1,2,9
81371,E00021461,E00021461,Output Areas and Small Areas,OASA,250,105,5,0,29,5,0,0,5,6,0,54,6,9,6,4,6,6,4
81372,E00021462,E00021462,Output Areas and Small Areas,OASA,314,114,4,0,40,4,2,5,7,4,11,83,5,1,10,7,9,4,4
81373,E00021463,E00021463,Output Areas and Small Areas,OASA,338,114,8,0,45,3,2,3,6,0,0,107,7,5,5,12,10,0,11
81374,E00021464,E00021464,Output Areas and Small Areas,OASA,279,103,5,0,32,5,3,17,4,2,5,73,4,3,8,10,2,0,3
81375,E00021465,E00021465,Output Areas and Small Areas,OASA,416,95,6,0,50,2,4,5,6,6,1,193,11,10,6,2,11,5,3
81376,E00021466,E00021466,Output Areas and Small Areas,OASA,735,241,13,1,113,0,4,11,6,37,25,131,64,52,17,4,3,5,8
81377,E00021467,E00021467,Output Areas and Small Areas,OASA,371,40,3,0,19,0,3,0,9,0,8,242,5,5,13,7,6,6,5
81378,E00021468,E00021468,Output Areas and Small Areas,OASA,265,93,7,0,28,1,0,9,5,4,0,83,6,12,6,4,0,2,5
81379,E00021469,E00021469,Output Areas and Small Areas,OASA,446,122,4,0,28,2,5,1,5,2,0,196,13,3,22,9,10,10,14
81380,E00021470,E00021470,Output Areas and Small Areas,OASA,282,104,7,0,31,0,1,2,4,10,1,67,13,10,17,10,1,1,3
81381,E00021471,E00021471,Output Areas and Small Areas,OASA,373,112,7,0,23,4,2,1,2,2,5,157,3,11,23,3,4,14,0
81382,E00021473,E00021473,Output Areas and Small Areas,OASA,422,116,5,0,32,0,3,4,2,14,15,143,22,22,14,10,9,7,4
81383,E00021474,E00021474,Output Areas and Small Areas,OASA,402,42,0,0,39,2,4,6,9,15,12,243,3,4,14,4,0,1,4
81384,E00021475,E00021475,Output Areas and Small Areas,OASA,377,57,0,0,18,1,0,5,5,6,4,222,22,12,5,0,8,8,4
81385,E00021476,E00021476,Output Areas and Small Areas,OASA,406,110,1,0,47,3,0,2,4,1,1,175,6,14,19,14,3,6,0
81386,E00021477,E00021477,Output Areas and Small Areas,OASA,460,189,10,1,38,9,1,7,6,15,1,141,6,9,9,9,4,0,5
81387,E00021478,E00021478,Output Areas and Small Areas,OASA,333,135,3,0,24,4,2,8,1,9,3,89,2,14,19,11,2,5,2
81388,E00021479,E00021479,Output Areas and Small Areas,OASA,411,160,4,0,72,0,3,3,4,18,3,49,19,15,43,1,7,1,9
81389,E00021480,E00021480,Output Areas and Small Areas,OASA,303,118,8,5,39,2,2,3,2,11,2,67,13,5,6,10,4,4,2
81390,E00021481,E00021481,Output Areas and Small Areas,OASA,413,94,7,0,41,3,1,3,4,9,9,150,18,18,27,14,5,2,8
81391,E00021482,E00021482,Output Areas and Small Areas,OASA,455,192,10,1,42,10,0,2,3,9,4,150,2,4,7,4,8,0,7
81392,E00021483,E00021483,Output Areas and Small Areas,OASA,600,199,8,1,123,2,1,2,9,29,4,130,15,19,18,15,6,11,8
81393,E00021484,E00021484,Output Areas and Small Areas,OASA,364,182,8,0,40,4,0,10,8,16,2,65,7,2,9,4,3,3,1
81394,E00021485,E00021485,Output Areas and Small Areas,OASA,330,51,6,0,12,0,2,2,6,4,1,171,8,12,35,12,6,2,0
81395,E00021486,E00021486,Output Areas and Small Areas,OASA,387,85,4,0,44,4,1,2,7,8,5,172,3,7,17,18,2,3,5
81396,E00021487,E00021487,Output Areas and Small Areas,OASA,220,52,1,0,13,1,0,2,5,3,1,117,2,5,11,6,0,1,0
81397,E00021488,E00021488,Output Areas and Small Areas,OASA,444,87,4,1,42,9,3,7,6,7,20,210,5,3,22,8,8,2,0
81398,E00021489,E00021489,Output Areas and Small Areas,OASA,346,65,3,0,27,8,0,2,4,3,2,153,12,17,23,12,12,1,2
81399,E00021490,E00021490,Output Areas and Small Areas,OASA,306,44,1,0,11,3,0,6,0,10,0,178,8,5,21,16,2,1,0
81400,E00021491,E00021491,Output Areas and Small Areas,OASA,285,46,3,0,11,4,2,0,1,0,2,167,3,1,24,6,7,0,8
81401,E00021492,E00021492,Output Areas and Small Areas,OASA,372,50,4,0,28,14,0,2,3,8,5,221,0,4,17,9,5,1,1
81402,E00021493,E00021493,Output Areas and Small Areas,OASA,481,43,0,0,16,13,2,0,1,2,0,332,3,7,18,24,13,1,6
81403,E00021494,E00021494,Output Areas and Small Areas,OASA,546,114,8,0,37,13,0,2,6,3,8,294,4,2,32,12,7,2,2
81404,E00021495,E00021495,Output Areas and Small Areas,OASA,609,42,1,4,48,7,3,3,3,9,3,391,8,9,47,16,11,1,3
81405,E00021496,E00021496,Output Areas and Small Areas,OASA,360,20,2,0,18,0,1,10,0,4,4,237,8,8,18,17,5,6,2
81406,E00021497,E00021497,Output Areas and Small Areas,OASA,517,34,5,0,15,7,0,1,5,5,5,388,4,4,14,6,20,0,4
