age,sex,household_size,english_proficiency,marital_status,number_of_cars_and_vans,economic_activity,ethnic_group,highest_qualification,approximated_social_grade
55,1,1,-9,2,0,16,1,10,4
62,1,5,-9,2,1,12,1,10,4
14,1,3,-9,1,1,-9,15,-9,-9
42,1,3,-9,2,1,14,1,15,1
28,1,2,-9,1,1,2,1,15,2
21,2,4,-9,1,0,13,1,14,2
15,1,6,-9,1,1,-9,15,-9,-9
56,1,1,1,5,0,15,14,15,2
33,1,3,-9,1,2,2,15,12,4
17,1,3,-9,1,1,13,14,12,2
70,2,1,-9,6,0,15,2,10,-9
30,1,6,-9,2,0,16,14,15,4
62,2,2,-9,5,1,12,1,10,4
8,1,8,-9,1,0,-9,14,-9,-9
42,1,1,-9,1,1,2,15,11,2
31,1,4,2,2,1,2,14,16,4
16,1,4,-9,1,1,11,15,10,3
62,2,2,2,2,1,12,18,10,4
27,2,2,1,1,0,2,4,15,2
14,2,3,-9,1,0,-9,8,-9,-9
28,2,2,-9,1,1,6,16,12,2
4,1,5,-9,1,1,-9,6,-9,-9
35,2,3,1,2,1,16,4,10,4
22,2,3,-9,1,0,16,16,11,4
2,1,3,-9,1,0,-9,16,-9,-9
39,2,4,2,4,1,14,1,15,3
28,1,8,-9,1,1,2,4,15,1
48,1,4,-9,1,2,5,1,15,3
64,1,1,-9,1,0,12,1,10,3
8,2,5,-9,1,2,-9,6,-9,-9
69,1,6,-9,2,1,12,15,10,-9
41,1,3,-9,4,0,2,14,15,3
66,1,1,-9,6,0,12,1,10,-9
31,1,3,-9,1,1,6,1,15,2
62,2,2,-9,2,0,1,1,10,4
6,2,2,-9,1,0,-9,1,-9,-9
32,2,3,1,1,0,2,18,15,1
52,2,1,-9,5,0,2,1,15,3
39,1,3,-9,1,0,2,14,11,3
45,2,5,-9,1,1,1,14,12,3
61,2,1,-9,5,0,2,1,10,3
25,1,3,-9,1,1,7,14,12,3
18,2,8,-9,1,2,13,11,12,4
50,2,5,-9,6,1,15,14,10,4
44,2,2,-9,1,1,2,1,12,4
23,2,6,-9,1,1,2,1,14,2
44,2,4,-9,4,1,16,14,10,4
17,1,2,-9,1,0,13,6,11,4
7,2,4,-9,1,0,-9,14,-9,-9
34,1,3,-9,1,1,5,17,16,4
18,1,5,-9,1,0,9,14,16,4
8,2,3,-9,1,1,-9,4,-9,-9
4,1,4,-9,1,1,-9,13,-9,-9
16,1,3,-9,1,0,13,16,14,3
23,1,2,-9,1,1,9,14,15,3
15,1,3,-9,1,0,-9,14,-9,-9
12,1,5,-9,1,1,-9,14,-9,-9
43,2,3,-9,2,1,1,15,12,4
48,1,3,3,2,1,1,12,10,4
67,2,5,1,2,2,12,13,12,-9
55,2,6,-9,5,1,15,15,16,4
28,2,3,2,1,0,2,4,15,1
24,1,3,-9,1,1,2,1,14,2
8,2,5,1,1,2,-9,4,-9,-9
33,1,4,-9,2,1,2,14,11,3
80,1,3,-9,2,0,12,15,10,-9
56,1,1,-9,1,0,15,15,10,4
42,1,3,-9,2,0,2,16,11,4
27,2,4,-9,1,0,16,1,10,4
18,1,4,-9,1,0,-9,-9,-9,-9
65,2,9,-9,2,2,14,7,16,-9
13,2,6,-9,1,0,-9,13,-9,-9
21,1,4,-9,1,0,13,12,12,4
85,2,1,-9,6,1,12,1,10,-9
56,2,4,-9,2,1,5,14,15,3
44,2,1,1,1,0,2,4,15,1
5,1,5,-9,1,1,-9,15,-9,-9
61,2,1,-9,5,0,2,1,15,1
12,1,4,-9,1,0,-9,15,-9,-9
56,2,1,-9,5,1,2,1,15,1
4,1,4,-9,1,2,-9,1,-9,-9
42,2,4,-9,5,0,5,14,15,2
43,2,5,-9,1,0,13,14,15,2
75,2,1,-9,5,0,12,15,10,-9
21,1,4,-9,1,0,13,1,12,2
63,1,4,-9,2,3,12,1,15,1
30,1,4,-9,1,1,2,1,12,2
55,1,3,-9,2,1,1,1,10,2
54,2,1,-9,5,1,2,1,15,1
16,2,2,-9,1,1,13,1,10,3
2,1,3,-9,1,0,-9,13,-9,-9
61,2,4,-9,5,1,2,1,15,1
47,1,3,1,1,1,2,1,15,2
39,2,4,-9,2,0,2,14,15,2
22,2,5,-9,1,0,13,1,14,2
0,1,7,-9,1,2,-9,1,-9,-9
38,2,7,-9,2,1,2,4,15,4
63,2,2,-9,5,0,12,1,14,4
15,2,3,-9,1,1,-9,1,-9,-9
5,1,4,-9,1,1,-9,1,-9,-9
43,1,4,-9,1,0,2,4,15,1
44,2,1,-9,4,1,6,14,15,1
75,1,5,-9,2,0,12,15,14,-9
54,1,3,1,2,1,2,16,16,3
62,2,2,-9,2,0,12,1,10,3
31,2,2,2,2,1,2,14,16,4
6,1,3,-9,1,1,-9,5,-9,-9
43,2,1,-9,1,0,6,4,16,2
24,1,1,-9,1,1,6,1,12,1
33,2,4,2,2,1,14,13,16,4
0,1,3,-9,1,0,-9,4,-9,-9
10,1,2,-9,1,0,-9,16,-9,-9
48,1,1,-9,1,0,4,1,15,1
58,1,4,-9,2,1,2,1,10,2
27,1,2,-9,1,0,2,1,15,2
33,1,2,1,1,0,2,4,12,4
47,1,4,-9,5,1,10,14,15,2
23,1,1,1,1,0,13,4,15,2
45,1,1,-9,1,1,2,1,15,1
42,1,1,-9,1,0,7,1,11,2
2,2,6,-9,1,0,-9,6,-9,-9
33,1,2,-9,2,2,2,12,15,1
60,1,1,-9,5,1,2,1,15,1
65,2,1,-9,6,0,5,1,15,-9
22,2,3,-9,1,1,13,9,15,2
48,2,2,-9,5,2,2,4,16,1
44,1,3,2,1,1,2,4,15,1
47,2,7,-9,1,1,2,1,15,2
35,1,3,-9,2,1,2,1,15,2
6,1,5,-9,1,0,-9,14,-9,-9
23,1,4,1,1,0,2,4,11,4
46,1,2,-9,5,0,15,1,10,4
25,1,4,-9,1,0,7,8,16,2
35,1,2,3,2,0,2,12,16,2
4,2,6,-9,1,1,-9,6,-9,-9
10,2,4,-9,1,0,-9,14,-9,-9
40,1,2,-9,1,0,6,14,15,2
24,2,4,-9,1,0,2,9,15,1
45,1,4,2,2,0,7,14,16,4
66,1,4,-9,2,1,16,1,11,-9
55,1,1,-9,1,0,1,1,15,2
48,1,1,-9,1,0,6,1,15,2
28,1,1,-9,1,1,7,1,12,4
51,2,2,-9,2,2,5,10,15,1
22,1,1,1,1,1,2,4,15,1
26,1,3,-9,1,4,2,1,16,4
29,2,2,-9,2,1,2,9,15,1
66,1,3,-9,2,1,12,9,15,-9
34,1,3,-9,1,1,1,1,15,1
19,1,5,-9,1,0,13,1,14,2
32,2,3,1,2,0,1,4,15,2
48,1,4,1,4,1,1,13,10,4
1,1,5,-9,1,0,-9,15,-9,-9
25,1,3,2,1,0,13,12,15,2
22,2,4,-9,1,1,13,12,15,1
25,1,1,-9,1,1,2,1,14,2
37,1,9,-9,2,0,7,14,15,4
40,1,4,3,2,0,2,12,16,3
29,1,2,-9,1,1,2,1,15,2
26,2,4,-9,1,0,2,9,15,1
31,1,3,-9,1,2,2,1,11,2
40,1,6,-9,1,0,16,14,16,4
60,2,2,2,5,0,16,14,16,4
5,2,3,-9,1,1,-9,1,-9,-9
11,2,6,-9,1,1,-9,17,-9,-9
52,2,1,-9,1,0,7,1,10,4
23,1,1,-9,1,0,13,14,15,2
25,2,2,2,1,0,16,4,15,1
11,2,2,-9,1,0,-9,16,-9,-9
36,1,3,-9,1,1,7,16,16,3
75,2,1,-9,6,0,12,1,10,-9
4,2,6,-9,1,0,-9,11,-9,-9
51,2,4,-9,2,1,2,1,15,2
12,1,4,-9,1,1,-9,1,-9,-9
30,2,4,2,4,0,7,15,10,4
13,2,2,-9,1,1,-9,7,-9,-9
75,2,1,-9,6,0,16,1,10,-9
30,1,6,-9,1,0,6,14,15,4
29,1,1,-9,1,0,2,1,15,2
3,1,3,-9,1,0,-9,4,-9,-9
38,2,2,2,4,1,14,4,16,4
33,2,2,2,1,0,2,4,16,2
75,2,5,-9,1,2,2,15,15,-9
59,1,3,-9,4,1,15,1,15,1
16,2,6,-9,1,2,13,14,12,3
22,2,2,-9,1,0,2,1,15,2
29,2,3,1,1,0,2,4,15,2
23,1,4,2,1,0,2,4,16,2
14,2,4,-9,1,1,-9,1,-9,-9
24,1,4,-9,1,2,1,1,14,4
34,1,2,2,2,0,2,14,15,4
42,2,3,-9,5,0,5,14,11,4
9,1,2,-9,1,1,-9,1,-9,-9
28,1,2,1,1,1,2,6,16,2
47,2,1,-9,1,1,2,18,10,2
50,1,2,1,3,2,15,4,15,2
35,2,3,-9,1,0,-9,-9,-9,-9
42,2,1,-9,1,1,2,1,15,1
48,1,4,-9,2,1,2,5,10,4
26,2,4,3,1,0,14,4,16,3
20,1,1,-9,1,0,15,1,10,4
39,2,5,-9,1,0,14,1,11,4
32,1,1,2,1,0,2,4,15,4
9,2,3,-9,1,0,-9,14,-9,-9
47,1,5,-9,1,1,5,15,15,2
29,1,3,-9,1,0,2,18,15,4
28,1,2,2,1,0,2,4,15,4
80,2,1,-9,6,0,12,1,10,-9
41,2,1,-9,5,0,1,4,15,4
17,2,6,1,1,1,13,16,12,2
41,1,3,1,2,0,2,14,15,4
41,1,1,-9,5,0,13,2,11,2
43,2,2,-9,2,1,2,1,15,1
43,2,1,-9,1,0,2,1,12,2
56,1,1,-9,5,1,6,9,15,1
18,1,3,-9,1,1,8,1,12,1
28,2,2,-9,1,0,2,1,15,1
34,2,3,-9,1,1,1,13,15,2
28,1,2,-9,1,0,2,1,15,1
37,1,2,-9,1,1,2,1,15,1
0,1,4,-9,1,1,-9,1,-9,-9
2,1,3,-9,1,1,-9,1,-9,-9
42,2,1,-9,1,0,1,1,15,3
49,2,4,3,2,0,2,18,10,1
11,1,6,-9,1,1,-9,1,-9,-9
1,2,4,2,1,1,-9,1,-9,-9
38,2,4,-9,2,0,5,1,15,1
15,2,3,-9,1,0,-9,1,-9,-9
43,1,5,-9,2,1,2,1,15,1
26,2,4,2,1,0,9,6,16,2
27,2,2,-9,1,0,2,14,15,1
5,1,4,-9,1,0,-9,14,-9,-9
75,1,2,-9,3,0,12,15,16,-9
90,2,1,-9,6,0,12,1,10,-9
18,1,3,-9,1,1,13,15,10,3
75,2,1,-9,6,0,12,1,10,-9
9,1,6,-9,1,2,-9,14,-9,-9
34,2,5,1,1,0,2,14,15,2
46,2,1,-9,1,0,1,1,15,1
27,2,2,-9,1,1,2,1,15,1
38,2,2,1,2,1,6,4,15,1
38,1,2,1,1,0,2,4,15,2
36,1,3,1,2,1,14,4,15,1
75,2,2,-9,5,0,12,15,10,-9
27,1,3,-9,2,1,2,17,12,1
5,1,3,-9,1,0,-9,14,-9,-9
39,2,3,-9,1,2,2,1,15,3
24,2,2,-9,1,1,2,1,15,1
52,2,2,-9,5,1,2,1,10,2
17,1,2,-9,1,0,13,1,12,4
36,2,5,-9,1,1,14,1,10,4
31,2,3,-9,1,4,2,1,15,1
33,1,2,-9,1,0,2,6,15,1
21,2,4,-9,1,0,2,1,10,3
19,2,6,-9,1,0,2,1,14,1
27,1,3,-9,1,0,5,14,12,1
24,1,3,-9,1,1,2,4,15,2
29,1,2,-9,1,1,2,1,15,1
52,2,3,-9,1,1,2,1,11,1
31,2,5,-9,1,0,2,1,14,2
34,1,2,-9,2,0,2,1,15,1
18,2,3,-9,1,1,9,5,12,1
0,1,4,-9,1,1,-9,14,-9,-9
8,2,6,-9,1,0,-9,14,-9,-9
36,2,2,-9,2,4,14,1,15,1
43,2,3,-9,1,4,4,1,15,1
29,2,2,1,1,2,13,4,15,1
38,1,1,-9,1,0,2,1,15,1
2,1,4,-9,1,0,-9,1,-9,-9
18,1,6,-9,1,0,7,15,10,2
15,1,3,-9,1,1,-9,1,-9,-9
48,1,2,-9,1,1,4,18,14,1
31,2,3,2,2,1,13,13,15,2
26,1,5,-9,1,0,2,14,15,1
34,2,1,-9,1,1,4,9,15,1
27,2,2,1,1,1,2,4,16,1
39,2,4,1,2,1,2,18,15,1
26,1,3,-9,1,0,15,2,10,4
16,1,4,-9,1,1,11,1,11,3
24,1,2,1,1,0,13,9,15,2
16,2,6,-9,1,1,7,1,12,2
23,1,4,1,1,0,13,14,16,2
36,1,4,-9,2,2,2,1,15,1
25,2,2,1,2,0,2,12,15,1
37,2,4,-9,2,1,1,1,12,3
52,2,2,-9,5,0,2,1,15,1
25,1,3,-9,1,0,2,1,15,1
41,2,3,-9,1,1,14,1,11,3
85,2,2,-9,5,1,2,1,10,-9
56,2,2,-9,1,1,1,1,11,1
62,1,1,-9,5,0,12,14,11,4
26,1,4,-9,2,0,2,14,15,2
29,2,1,-9,1,0,2,1,15,1
0,1,4,-9,1,0,-9,1,-9,-9
2,1,4,3,1,1,-9,4,-9,-9
66,2,2,-9,2,2,12,1,10,-9
60,2,1,-9,1,0,12,1,15,2
3,1,2,-9,1,1,-9,15,-9,-9
33,2,6,-9,1,0,16,14,11,4
45,1,3,-9,3,0,6,5,11,3
2,2,3,3,1,0,-9,7,-9,-9
36,1,1,-9,1,0,6,1,15,2
28,1,2,-9,1,0,7,16,11,4
37,2,7,-9,2,0,13,14,11,2
29,1,1,-9,1,0,4,1,15,2
2,2,3,-9,1,1,-9,1,-9,-9
85,2,1,-9,6,0,12,15,10,-9
18,2,3,-9,1,1,9,5,12,2
37,1,7,-9,2,0,2,13,12,2
16,1,5,-9,1,1,13,16,11,1
4,1,6,-9,1,2,-9,6,-9,-9
6,1,4,-9,1,0,-9,1,-9,-9
22,2,4,-9,1,0,2,13,14,2
41,2,3,-9,1,1,2,1,11,2
18,1,1,-9,1,1,-9,-9,-9,-9
2,2,4,-9,1,1,-9,1,-9,-9
42,2,4,1,4,0,2,14,14,4
26,1,3,-9,1,1,2,16,15,1
25,2,4,-9,1,0,8,14,14,4
46,1,1,-9,1,0,15,1,13,3
37,1,2,1,3,1,2,8,15,2
31,1,1,2,1,1,1,8,10,4
34,2,3,-9,2,2,13,1,15,1
57,2,4,-9,2,2,15,1,10,3
58,1,1,3,2,0,3,12,16,4
41,2,6,-9,2,2,2,15,14,4
11,1,3,-9,1,0,-9,5,-9,-9
24,1,3,-9,1,2,2,15,12,4
63,1,4,-9,2,2,15,4,10,4
36,2,4,-9,1,1,2,1,15,1
22,2,4,-9,1,1,1,1,15,2
80,1,2,-9,2,1,12,1,15,-9
1,2,6,-9,1,2,-9,16,-9,-9
33,1,3,-9,2,1,2,1,15,1
53,1,3,-9,6,2,2,1,15,1
49,2,3,-9,2,3,14,1,12,1
75,2,2,-9,2,2,12,4,15,-9
37,2,2,-9,1,0,16,15,15,2
29,1,3,-9,1,0,5,17,10,2
34,2,3,1,1,2,2,4,16,1
43,2,4,-9,2,1,1,4,15,1
52,1,3,-9,1,1,2,1,10,4
9,1,3,-9,1,2,-9,15,-9,-9
75,1,1,-9,1,1,12,1,10,-9
85,2,1,-9,6,0,12,1,12,-9
13,2,4,-9,1,1,-9,15,-9,-9
24,2,4,-9,1,1,13,1,12,2
32,2,2,-9,2,1,2,1,15,1
7,1,4,-9,1,1,-9,1,-9,-9
1,1,3,-9,1,2,-9,1,-9,-9
30,2,2,-9,2,1,2,1,15,1
59,2,3,-9,2,2,1,1,15,1
30,2,2,-9,1,1,6,1,15,2
5,1,5,-9,1,2,-9,1,-9,-9
49,2,2,-9,2,1,2,1,11,1
80,1,1,-9,5,0,16,2,15,-9
24,2,4,-9,1,1,7,1,10,2
51,2,2,-9,1,2,2,15,15,1
49,2,2,-9,1,0,2,1,15,2
66,1,3,-9,2,2,12,1,15,-9
36,2,4,-9,2,1,2,1,15,1
1,2,3,-9,1,2,-9,1,-9,-9
66,1,3,-9,2,2,4,1,12,-9
8,1,4,-9,1,1,-9,12,-9,-9
50,1,4,-9,6,1,2,1,15,1
10,2,4,-9,1,2,-9,1,-9,-9
12,2,3,-9,1,1,-9,6,-9,-9
45,2,4,-9,2,1,14,1,15,1
5,1,5,2,1,1,-9,12,-9,-9
23,2,3,-9,1,1,2,1,15,1
80,2,1,-9,6,0,12,1,10,-9
24,2,5,-9,1,0,8,1,15,3
26,1,2,-9,1,0,2,1,10,2
23,1,5,-9,1,0,13,4,16,2
33,2,3,3,5,0,14,12,11,4
14,1,6,4,1,1,-9,11,-9,-9
26,1,3,-9,1,1,2,1,15,1
52,1,2,-9,2,2,6,14,12,4
2,2,3,1,1,2,-9,10,-9,-9
47,2,2,-9,2,1,1,1,10,3
28,1,3,-9,5,1,2,1,14,4
50,1,2,-9,1,3,6,1,10,2
47,2,2,-9,1,0,2,1,16,2
27,2,2,-9,1,0,1,4,16,2
23,2,2,-9,1,2,2,9,15,1
30,1,2,-9,1,1,2,1,15,4
28,2,3,-9,1,0,2,13,15,1
24,1,2,-9,1,0,2,1,15,2
24,1,3,-9,1,0,2,1,15,1
29,2,1,-9,1,0,2,1,15,1
26,2,4,-9,1,0,8,10,12,2
34,1,1,-9,1,0,6,1,15,1
7,1,4,-9,1,1,-9,16,-9,-9
6,2,4,2,1,1,-9,4,-9,-9
20,2,2,2,1,0,2,4,10,3
28,2,1,-9,1,1,2,4,15,1
18,1,6,-9,1,1,13,16,14,4
27,2,3,-9,1,1,2,18,14,4
20,2,6,-9,1,1,2,1,11,2
24,1,2,1,1,0,2,4,14,2
23,2,5,-9,1,0,13,15,12,4
52,2,1,-9,6,1,2,1,15,4
47,1,2,-9,2,1,16,1,12,1
11,1,3,-9,1,1,-9,8,-9,-9
53,2,2,-9,5,0,2,14,15,3
32,2,5,1,2,0,2,13,15,2
31,2,2,-9,1,0,2,12,15,1
37,2,2,-9,2,2,7,9,15,1
65,1,1,-9,5,0,12,1,10,-9
45,1,1,2,5,0,15,1,11,4
28,2,3,-9,1,0,2,2,15,1
20,1,4,-9,1,0,9,1,14,1
22,2,2,-9,1,0,2,1,15,1
45,2,4,-9,2,2,2,15,15,2
60,1,1,-9,5,0,2,1,10,4
55,1,1,-9,1,0,2,1,15,2
40,2,4,-9,1,0,2,18,15,2
38,2,2,1,5,1,13,4,14,2
29,2,3,-9,1,0,2,16,15,4
25,2,2,-9,1,0,13,4,15,1
26,1,2,-9,1,0,2,4,15,2
26,2,3,-9,1,1,2,1,15,2
17,1,4,-9,1,0,13,15,12,4
49,1,1,-9,1,0,2,1,15,2
19,1,5,-9,1,1,13,18,14,2
12,2,5,-9,1,1,-9,4,-9,-9
37,1,1,1,1,0,2,4,15,1
35,1,2,-9,2,0,2,1,14,1
31,1,3,-9,2,1,7,4,15,1
36,2,6,-9,2,2,1,14,12,2
29,2,1,-9,1,0,2,14,15,1
47,1,1,-9,1,1,7,15,12,4
57,2,2,-9,2,2,15,1,10,3
20,1,6,-9,1,1,1,1,11,3
55,1,3,-9,2,1,2,1,15,1
9,1,2,-9,1,0,-9,1,-9,-9
27,1,2,-9,1,0,15,1,10,2
2,2,5,-9,1,1,-9,15,-9,-9
22,2,3,-9,1,2,2,1,15,4
46,2,2,3,5,1,15,4,16,4
47,1,1,-9,1,1,1,14,12,4
1,2,4,-9,1,1,-9,7,-9,-9
18,2,4,-9,1,1,-9,-9,-9,-9
24,2,2,-9,1,0,2,1,15,4
44,1,3,-9,1,1,2,4,15,1
1,2,3,-9,1,0,-9,4,-9,-9
41,2,1,-9,1,1,4,1,10,2
43,2,2,-9,4,0,2,15,14,2
60,1,4,-9,2,1,15,4,10,4
7,2,7,-9,1,0,-9,17,-9,-9
19,1,3,-9,1,0,13,1,14,2
42,2,1,-9,1,1,2,9,15,1
38,2,2,-9,1,0,2,4,15,1
8,2,6,1,1,0,-9,11,-9,-9
27,2,1,-9,1,0,13,11,12,2
24,2,4,-9,1,0,2,9,15,2
10,1,4,1,1,1,-9,11,-9,-9
19,1,9,1,1,0,15,11,10,4
24,2,0,-9,1,0,13,4,15,-9
5,2,4,-9,1,1,-9,11,-9,-9
29,1,2,-9,2,0,2,4,15,1
25,2,3,-9,1,0,2,1,15,1
50,1,1,-9,4,1,15,1,10,4
26,2,3,-9,1,0,2,2,15,2
55,1,2,-9,2,0,14,12,14,2
12,2,8,1,1,1,-9,11,-9,-9
31,2,6,3,2,1,14,11,10,4
36,2,5,1,2,2,1,11,12,4
57,2,1,-9,1,1,15,6,11,2
3,1,4,3,1,0,-9,13,-9,-9
34,1,1,1,1,0,2,4,15,2
23,2,6,3,2,3,14,11,16,4
28,1,5,-9,1,0,2,4,15,2
53,2,1,-9,1,1,6,1,15,2
0,1,3,-9,1,1,-9,1,-9,-9
75,2,1,-9,6,0,15,1,10,-9
8,1,6,1,1,1,-9,11,-9,-9
67,1,9,2,2,0,3,11,16,-9
38,1,2,-9,2,0,6,4,15,2
26,2,2,-9,1,0,2,1,15,1
33,2,2,1,2,0,7,4,15,1
23,2,2,-9,1,0,2,7,15,4
17,1,2,1,1,0,13,4,11,3
70,2,1,-9,1,0,12,15,10,-9
20,1,3,-9,1,0,13,4,16,2
13,1,9,-9,1,1,-9,11,-9,-9
9,1,4,-9,1,0,-9,1,-9,-9
80,1,1,3,4,0,12,11,10,-9
28,1,3,-9,1,0,2,1,15,1
65,1,1,-9,1,0,12,1,10,-9
49,2,7,3,2,3,14,11,10,4
30,2,9,2,2,1,14,11,10,3
67,2,6,4,2,1,12,11,10,-9
31,2,2,-9,1,0,2,12,15,2
35,2,2,-9,2,0,1,12,15,2
47,2,1,-9,1,1,2,5,15,3
33,1,6,2,1,0,6,11,15,1
25,1,5,2,1,0,8,11,16,2
21,2,4,1,1,0,2,4,12,3
11,1,5,-9,1,0,-9,11,-9,-9
13,2,5,1,1,0,-9,11,-9,-9
20,1,3,-9,1,0,7,11,11,4
85,1,1,-9,6,0,15,1,10,-9
15,1,6,-9,1,1,-9,11,-9,-9
34,1,4,-9,1,1,5,1,15,2
11,2,3,-9,1,0,-9,5,-9,-9
35,1,5,2,2,1,1,11,16,4
5,1,4,-9,1,0,-9,11,-9,-9
18,1,6,-9,1,0,7,11,11,4
28,2,5,-9,2,1,14,11,14,1
32,2,5,1,2,1,1,11,16,4
64,2,2,-9,2,0,12,1,10,4
21,1,5,-9,1,0,1,1,10,3
3,1,5,-9,1,1,-9,11,-9,-9
37,1,5,2,2,0,15,11,10,2
35,2,2,-9,2,0,2,4,16,1
30,2,3,-9,1,0,2,9,12,2
58,1,7,2,2,0,15,11,10,4
28,1,1,1,1,0,2,4,15,2
33,1,1,1,1,0,2,4,15,1
18,2,9,-9,1,0,13,1,15,1
37,1,1,-9,1,0,15,1,11,4
67,1,2,-9,1,0,12,1,10,-9
54,2,1,-9,1,1,6,1,15,2
5,2,4,-9,1,1,-9,11,-9,-9
24,2,1,-9,1,0,13,1,14,2
44,1,2,-9,1,1,2,12,15,1
70,1,2,2,6,0,12,11,16,-9
2,1,4,-9,1,1,-9,2,-9,-9
3,1,4,-9,1,0,-9,11,-9,-9
44,1,4,-9,2,3,2,15,11,3
45,1,1,-9,1,0,7,1,14,2
41,1,3,1,5,0,13,14,12,4
26,1,3,-9,1,1,-9,-9,-9,-9
64,1,2,-9,2,1,7,1,15,1
46,1,4,1,2,0,2,13,15,1
32,1,1,1,1,1,2,4,16,2
25,1,2,1,1,0,13,12,15,2
3,2,6,-9,1,1,-9,11,-9,-9
33,1,1,-9,1,0,2,2,15,2
32,2,4,-9,1,0,13,4,12,3
21,1,6,-9,1,1,7,11,15,4
7,1,4,-9,1,0,-9,5,-9,-9
45,1,4,-9,2,1,1,11,11,4
54,1,4,-9,6,2,6,1,10,2
31,2,4,-9,1,2,7,1,11,2
27,1,5,1,1,0,2,4,14,2
3,2,4,-9,1,1,-9,11,-9,-9
5,1,3,-9,1,0,-9,1,-9,-9
21,2,2,1,1,0,11,7,15,2
0,1,4,-9,1,1,-9,11,-9,-9
37,2,6,3,6,0,16,11,10,4
0,1,3,4,1,0,-9,9,-9,-9
19,1,2,-9,1,0,10,4,14,2
80,2,2,-9,1,0,12,2,16,-9
1,1,4,-9,1,0,-9,11,-9,-9
26,1,2,-9,1,0,4,1,15,1
30,1,6,2,2,0,7,14,14,1
41,2,9,-9,2,0,14,1,11,3
61,2,2,-9,5,0,12,1,10,4
30,1,2,-9,1,1,6,1,15,2
32,1,5,3,2,0,14,10,16,4
0,2,3,4,1,1,-9,11,-9,-9
70,1,2,-9,2,1,12,1,10,-9
7,1,6,-9,1,0,-9,11,-9,-9
26,2,2,-9,1,1,16,1,11,4
0,1,2,-9,1,0,-9,7,-9,-9
25,1,3,-9,1,1,6,1,15,3
85,1,4,2,4,2,12,4,10,-9
22,2,4,-9,1,0,2,1,12,1
25,2,3,-9,1,1,2,8,14,1
0,1,2,-9,1,0,-9,16,-9,-9
33,2,2,-9,2,1,2,12,15,1
10,2,4,-9,1,1,-9,11,-9,-9
22,1,2,-9,1,1,13,9,14,1
55,1,7,3,2,2,16,11,10,4
23,2,2,-9,1,1,1,6,15,2
28,2,1,-9,1,1,15,11,12,2
69,1,2,-9,2,0,12,1,10,-9
9,1,6,-9,1,0,-9,1,-9,-9
65,2,3,-9,2,1,12,1,10,-9
28,1,4,-9,4,2,6,1,15,1
24,2,4,-9,1,0,2,1,15,1
27,1,4,-9,1,0,6,1,15,1
24,1,2,-9,1,0,2,1,15,4
26,2,4,2,1,0,2,4,15,1
26,1,4,3,2,1,7,11,10,4
24,1,5,-9,1,0,2,1,12,1
25,2,2,1,2,0,7,11,12,4
25,2,6,-9,1,0,6,4,15,3
19,1,4,-9,1,1,2,1,11,2
24,1,4,-9,1,1,2,1,15,1
23,1,6,1,1,0,2,12,15,1
35,1,2,-9,5,1,2,1,15,1
28,2,3,-9,1,0,3,1,15,2
23,2,3,-9,1,0,2,4,15,2
56,1,2,-9,1,0,15,1,10,4
4,1,5,-9,1,0,-9,11,-9,-9
0,1,4,-9,1,1,-9,12,-9,-9
64,2,3,-9,1,1,12,1,15,1
6,1,4,-9,1,3,-9,1,-9,-9
56,2,1,-9,5,0,16,14,10,4
59,2,1,-9,5,0,2,14,15,4
29,1,2,-9,1,1,2,1,12,3
31,2,2,-9,5,0,1,14,10,4
32,1,2,-9,2,0,2,1,10,2
43,2,4,-9,6,0,5,14,15,1
3,1,5,-9,1,0,-9,11,-9,-9
30,1,3,-9,1,0,2,1,10,3
48,1,3,-9,2,0,2,4,15,1
27,1,6,-9,1,0,13,11,16,2
21,2,4,-9,1,0,2,15,14,1
56,2,3,-9,2,0,1,1,14,4
25,2,4,2,1,0,2,4,11,4
30,2,5,-9,4,0,14,11,11,2
45,1,6,2,2,1,1,11,15,3
5,2,3,2,1,0,-9,11,-9,-9
40,2,7,-9,2,1,14,1,15,1
37,2,6,3,2,1,14,11,10,4
62,1,2,-9,3,1,6,1,12,2
22,2,2,-9,1,1,-9,-9,-9,-9
28,2,2,-9,1,0,1,11,12,4
19,2,4,-9,1,2,13,1,14,2
49,1,8,3,2,2,7,11,10,4
14,2,6,1,1,0,-9,11,-9,-9
26,2,9,-9,2,2,14,11,12,2
22,2,2,-9,1,1,2,1,15,2
0,2,3,-9,1,1,-9,9,-9,-9
49,2,2,-9,5,0,1,1,10,4
42,2,3,-9,1,1,2,1,11,3
26,2,3,-9,1,0,14,4,10,4
50,2,1,2,1,0,2,12,12,3
67,1,2,-9,5,1,12,1,10,-9
20,1,5,-9,1,0,13,1,14,4
8,2,6,-9,1,0,-9,11,-9,-9
12,2,6,1,1,0,-9,11,-9,-9
15,2,5,-9,1,0,-9,14,-9,-9
90,2,1,-9,6,0,12,1,10,-9
1,2,3,-9,1,0,-9,11,-9,-9
8,2,6,-9,1,1,-9,11,-9,-9
61,2,5,3,6,1,12,11,10,2
50,1,1,-9,1,1,15,5,10,3
35,2,5,-9,2,2,2,10,15,2
23,2,2,-9,1,0,2,14,15,2
48,1,1,-9,1,0,7,15,12,4
85,1,1,-9,6,0,12,1,10,-9
8,1,6,-9,1,0,-9,11,-9,-9
10,2,6,-9,1,2,-9,11,-9,-9
