age,sex,household_size,english_proficiency,marital_status,number_of_cars_and_vans,economic_activity,ethnic_group,highest_qualification,approximated_social_grade
34,2,3,-9,2,1,2,9,15,1
13,1,2,-9,1,0,-9,16,-9,-9
0,1,3,-9,1,0,-9,1,-9,-9
33,1,1,1,1,0,2,4,12,2
5,2,4,-9,1,0,-9,1,-9,-9
0,2,6,-9,1,1,-9,14,-9,-9
11,1,5,1,1,1,-9,4,-9,-9
20,2,4,-9,1,0,9,1,14,2
11,1,5,-9,1,1,-9,5,-9,-9
30,2,3,-9,1,1,7,1,11,2
22,2,2,2,1,0,13,13,15,2
40,1,5,1,2,1,4,14,15,4
30,1,1,-9,1,0,7,1,11,4
11,2,6,-9,1,0,-9,1,-9,-9
25,2,2,2,1,0,9,4,12,3
20,1,3,-9,1,0,13,8,11,3
1,2,2,-9,1,0,-9,14,-9,-9
19,2,3,-9,1,0,16,1,10,4
45,1,2,-9,1,1,1,1,15,1
48,1,1,-9,1,0,15,1,15,1
65,1,1,-9,1,0,12,5,10,-9
26,2,5,-9,1,0,2,4,16,2
40,2,1,2,1,0,2,12,15,2
13,1,5,-9,1,1,-9,1,-9,-9
52,2,5,-9,2,0,2,14,14,1
36,1,2,1,1,1,2,4,10,2
27,1,2,-9,1,1,2,16,15,2
18,2,5,-9,1,1,13,18,11,3
19,1,4,-9,1,1,1,4,12,3
23,2,2,-9,1,0,2,13,15,2
27,1,2,-9,2,0,2,14,14,4
21,2,5,-9,1,0,8,14,16,1
62,2,2,-9,2,0,12,1,10,3
56,2,1,-9,5,1,2,1,16,2
42,1,3,-9,2,1,6,14,14,3
15,1,3,-9,1,0,-9,8,-9,-9
31,1,3,-9,2,0,2,7,15,1
46,1,1,-9,1,0,6,1,15,1
14,1,6,1,1,0,-9,18,-9,-9
1,1,3,-9,1,1,-9,14,-9,-9
48,1,1,-9,1,0,16,1,10,4
52,1,7,1,2,1,1,17,16,4
50,1,1,-9,1,0,2,1,12,3
35,2,3,1,2,1,2,13,15,2
50,1,1,-9,1,0,2,2,15,2
37,1,5,-9,1,2,2,14,11,4
47,1,5,-9,2,1,15,1,10,4
27,2,2,1,1,0,2,14,15,2
55,2,5,2,2,2,2,18,15,4
6,1,4,-9,1,1,-9,11,-9,-9
52,1,3,-9,2,0,6,14,15,3
70,1,1,3,5,0,12,4,10,-9
35,2,1,2,2,0,11,9,11,2
34,1,2,-9,1,1,2,1,15,1
26,1,4,1,1,0,2,4,16,3
40,2,3,2,1,0,1,4,16,2
21,1,3,-9,1,0,7,1,12,4
45,2,5,-9,2,2,2,1,12,3
45,1,4,-9,1,2,4,1,11,3
51,2,2,-9,1,0,1,1,10,4
47,2,6,3,2,1,2,1,15,3
31,1,2,1,1,1,2,16,14,2
35,2,4,2,2,1,2,13,15,3
5,2,3,-9,1,0,-9,5,-9,-9
32,2,2,-9,1,1,2,1,15,1
50,1,2,-9,2,1,5,1,15,1
36,2,4,-9,1,0,9,1,14,2
24,1,3,-9,1,0,5,1,15,1
17,2,2,-9,1,0,8,15,12,4
42,1,5,2,2,1,4,11,14,2
22,2,4,-9,1,2,13,1,15,2
17,2,5,-9,1,1,13,1,12,1
59,1,1,-9,5,0,2,1,15,1
70,2,1,-9,1,0,12,15,16,-9
13,1,5,-9,1,1,-9,7,-9,-9
42,1,4,-9,1,0,7,1,10,4
36,2,3,-9,2,1,2,1,15,1
69,2,1,-9,5,0,6,6,15,-9
36,2,1,-9,1,1,2,1,15,2
40,1,4,1,2,1,2,4,15,3
23,1,3,-9,1,0,7,1,15,2
24,2,1,-9,1,0,2,14,15,1
45,2,3,-9,3,1,2,4,15,1
37,2,3,-9,1,1,5,1,15,2
43,2,3,3,2,1,1,4,10,4
54,1,3,2,1,0,15,13,10,4
36,1,2,-9,1,0,1,1,10,2
12,1,4,-9,1,0,-9,14,-9,-9
26,1,4,-9,2,0,1,1,10,4
67,2,3,-9,5,0,2,1,10,-9
13,2,5,-9,1,1,-9,14,-9,-9
25,2,6,2,2,0,1,14,11,2
41,2,2,2,1,0,5,4,16,2
32,1,2,-9,5,1,2,1,15,1
41,1,4,-9,2,1,2,1,14,2
32,2,2,-9,1,1,2,4,15,1
6,2,3,-9,1,0,-9,15,-9,-9
46,2,3,-9,5,1,1,14,14,2
18,1,3,1,1,0,10,14,14,1
23,1,1,-9,1,0,2,8,15,1
23,2,1,-9,1,0,2,1,15,2
50,1,1,-9,5,1,2,4,16,1
34,2,3,1,2,0,2,4,15,1
39,2,3,1,5,0,2,4,15,1
49,1,5,-9,2,1,2,9,15,3
15,1,3,-9,1,1,-9,1,-9,-9
20,1,4,-9,1,1,1,1,14,2
52,2,5,-9,2,1,7,1,15,3
47,1,1,-9,1,1,4,1,15,1
39,1,2,1,1,0,2,9,14,1
30,1,4,-9,1,2,2,1,15,2
66,2,1,-9,5,1,12,1,11,-9
39,1,2,-9,1,1,2,1,15,2
30,1,1,1,4,0,11,4,15,2
46,1,3,-9,2,1,2,1,16,4
49,2,3,-9,1,2,1,1,11,3
34,2,9,-9,1,0,7,1,10,4
56,2,1,-9,5,0,15,1,10,4
4,2,6,-9,1,0,-9,6,-9,-9
43,2,2,-9,1,0,1,1,15,1
38,2,2,-9,1,2,1,1,15,2
56,2,4,-9,2,2,16,12,11,1
23,2,4,-9,1,0,2,1,15,2
10,2,2,-9,1,0,-9,16,-9,-9
30,1,8,-9,1,1,2,14,15,2
4,2,4,-9,1,1,-9,1,-9,-9
44,1,4,1,1,0,2,4,15,3
47,1,1,-9,1,0,2,4,15,1
32,1,1,-9,1,1,2,4,15,2
31,1,1,-9,1,1,2,1,15,1
37,2,2,-9,2,2,2,12,12,2
27,1,3,2,1,1,13,12,15,1
53,1,3,3,2,1,1,13,10,3
8,2,4,-9,1,0,-9,1,-9,-9
31,2,3,2,2,0,13,18,15,2
31,2,3,-9,1,1,1,1,11,3
23,1,4,3,1,0,13,12,10,2
75,1,2,-9,2,1,12,1,13,-9
37,1,3,-9,2,1,2,9,15,1
35,2,2,2,1,1,1,4,15,1
25,1,2,-9,1,0,7,1,11,4
30,1,2,-9,2,0,6,1,15,2
4,1,4,-9,1,1,-9,7,-9,-9
22,1,5,2,1,2,13,18,10,4
43,1,2,-9,2,0,2,1,15,1
30,1,2,-9,1,1,2,8,15,1
35,1,3,-9,2,1,2,1,15,2
31,1,1,1,1,0,2,4,15,1
67,1,1,-9,1,1,12,1,10,-9
42,1,3,-9,1,1,2,1,11,4
53,1,1,-9,5,0,15,1,10,4
33,2,3,-9,2,1,2,1,16,2
57,2,1,-9,1,0,5,1,15,1
40,2,3,-9,2,0,5,12,15,1
32,1,2,-9,1,0,2,1,15,1
26,2,3,1,4,0,2,4,15,4
28,2,2,-9,1,1,2,1,15,1
21,1,3,-9,1,2,13,13,14,4
15,2,3,-9,1,1,-9,16,-9,-9
21,1,5,-9,1,1,9,18,12,3
75,2,2,-9,2,1,12,1,10,-9
24,1,3,-9,2,0,2,17,12,4
41,2,3,1,2,0,15,14,12,4
43,1,1,-9,1,0,6,1,15,2
7,2,7,-9,1,0,-9,13,-9,-9
68,2,2,2,5,0,12,14,10,-9
47,1,4,-9,2,1,2,1,15,1
40,1,4,-9,2,3,2,9,15,1
55,2,5,-9,2,1,5,1,15,1
53,1,5,1,2,1,6,14,15,1
34,1,2,-9,1,0,4,1,15,1
38,1,3,-9,1,1,2,1,14,1
26,1,6,1,1,0,13,10,15,2
34,1,1,-9,1,0,2,1,15,1
25,2,1,-9,1,1,15,1,10,4
40,1,4,2,1,2,3,8,15,2
25,1,3,-9,1,0,6,1,15,2
27,1,2,-9,1,2,2,1,15,2
14,1,5,-9,1,1,-9,1,-9,-9
27,2,3,-9,1,1,13,2,15,2
35,2,1,-9,1,1,4,1,15,1
45,1,5,-9,1,0,2,1,15,2
0,1,3,-9,1,1,-9,1,-9,-9
55,2,2,-9,2,3,4,1,15,1
33,1,3,-9,2,1,6,1,15,2
37,1,6,-9,2,2,6,17,11,3
38,2,2,-9,1,2,2,1,11,2
2,1,4,-9,1,1,-9,1,-9,-9
40,1,3,-9,2,2,4,1,15,1
30,1,2,-9,1,2,2,1,12,2
37,2,2,-9,1,0,2,1,11,2
34,2,3,-9,2,1,2,1,15,1
5,1,3,-9,1,1,-9,1,-9,-9
27,2,2,1,2,1,2,4,15,2
30,1,7,-9,1,0,2,1,15,2
32,2,1,-9,1,0,2,1,15,1
26,1,2,-9,1,1,2,1,15,2
50,2,2,-9,5,1,2,1,11,4
66,2,2,-9,2,1,1,4,15,-9
6,1,4,-9,1,1,-9,1,-9,-9
32,1,2,-9,2,1,2,1,15,1
3,1,2,-9,1,0,-9,15,-9,-9
30,2,3,-9,1,1,2,1,10,3
10,2,4,-9,1,1,-9,7,-9,-9
16,2,5,-9,1,3,13,1,12,1
50,2,4,-9,2,2,5,1,15,1
4,1,4,-9,1,0,-9,1,-9,-9
12,2,5,-9,1,1,-9,1,-9,-9
39,1,4,-9,2,1,2,1,15,1
28,2,2,-9,1,0,2,1,15,2
22,2,3,-9,1,2,-9,-9,-9,-9
20,2,4,1,1,1,11,9,11,2
70,2,2,-9,2,1,1,1,15,-9
47,1,3,-9,2,1,2,1,15,1
80,1,2,-9,2,2,12,1,10,-9
9,2,3,2,1,0,-9,4,-9,-9
5,1,5,-9,1,2,-9,1,-9,-9
42,1,4,-9,2,1,4,4,15,1
39,1,2,1,1,0,2,13,15,2
30,2,4,3,2,0,7,4,16,2
51,1,1,-9,5,0,4,1,15,1
34,2,2,-9,2,1,2,1,15,1
55,2,2,-9,2,1,2,1,15,2
80,2,1,-9,6,0,12,1,10,-9
34,1,2,-9,2,0,2,4,15,2
27,2,5,-9,2,0,2,4,15,2
7,1,4,-9,1,1,-9,14,-9,-9
36,2,1,1,4,1,13,4,16,2
27,2,2,-9,1,0,2,9,15,1
19,1,3,2,1,1,13,13,16,2
25,2,3,-9,1,1,2,4,14,1
59,1,1,-9,5,0,15,1,10,4
32,2,2,-9,2,1,2,1,15,1
22,2,1,-9,1,0,2,1,15,1
28,2,1,-9,1,0,2,2,15,1
22,2,2,-9,1,2,2,13,15,1
15,2,4,-9,1,0,-9,14,-9,-9
44,2,1,-9,1,0,2,1,14,2
63,1,1,-9,1,1,12,2,16,4
16,2,5,-9,1,2,13,14,11,3
34,2,3,-9,2,1,6,1,15,1
13,2,5,-9,1,0,-9,2,-9,-9
11,2,3,1,1,1,-9,9,-9,-9
46,2,5,3,2,1,5,4,16,4
23,2,1,-9,1,0,7,1,11,4
16,2,5,-9,1,1,13,14,12,2
29,2,4,-9,2,0,2,9,15,1
35,1,4,-9,2,0,5,18,12,3
32,2,2,-9,1,1,2,1,15,2
41,1,8,-9,5,1,5,14,11,4
3,2,4,-9,1,1,-9,14,-9,-9
0,2,3,-9,1,0,-9,1,-9,-9
58,2,2,-9,2,1,12,1,15,1
8,1,4,-9,1,1,-9,1,-9,-9
57,1,1,-9,5,0,2,1,15,2
4,1,7,-9,1,0,-9,8,-9,-9
33,1,4,1,1,1,2,14,16,4
42,2,5,2,1,0,1,6,15,2
31,2,4,-9,1,0,1,1,15,3
44,1,5,-9,2,1,7,4,11,4
39,1,3,2,2,2,2,4,11,4
21,2,3,-9,1,2,2,1,14,2
0,1,3,-9,1,2,-9,1,-9,-9
20,1,2,2,1,0,13,12,14,2
22,1,2,-9,1,0,2,1,15,1
27,1,1,1,1,0,2,8,15,4
2,2,4,-9,1,1,-9,8,-9,-9
63,2,1,-9,5,0,12,1,12,4
44,1,2,1,2,2,2,14,11,4
55,2,4,2,2,0,6,13,10,4
17,1,4,-9,1,2,13,1,14,1
31,2,2,1,2,1,2,4,15,1
32,1,4,-9,2,1,2,14,15,2
4,2,4,-9,1,1,-9,1,-9,-9
33,2,3,-9,1,2,2,4,15,3
22,2,4,2,1,0,2,4,10,4
18,2,5,-9,1,0,13,14,12,4
25,1,3,-9,1,0,2,4,15,1
30,1,3,-9,1,0,2,1,15,1
30,2,2,1,1,0,2,4,15,1
6,1,5,-9,1,1,-9,14,-9,-9
27,1,1,-9,1,0,2,1,15,1
27,2,2,-9,1,1,2,1,15,1
25,2,1,1,1,0,8,13,15,2
26,1,4,3,2,0,11,12,15,2
23,2,2,-9,1,0,11,14,14,2
25,1,3,-9,1,1,2,4,15,2
43,2,4,-9,2,2,2,1,16,3
25,1,6,-9,1,1,4,4,13,4
32,1,4,2,5,0,6,4,15,2
26,1,3,-9,1,0,2,1,15,1
32,1,5,1,1,1,4,14,14,2
49,2,1,-9,1,0,2,1,11,2
30,1,5,1,1,0,2,4,15,2
34,1,7,-9,2,0,2,1,15,1
13,2,2,-9,1,0,-9,16,-9,-9
5,2,5,-9,1,0,-9,8,-9,-9
31,2,3,1,2,0,2,4,15,1
26,2,3,-9,1,0,2,1,15,3
40,2,3,-9,1,0,1,14,16,4
37,1,2,-9,1,1,6,1,15,1
24,1,2,1,1,0,2,4,15,1
23,2,1,1,1,0,13,4,16,2
0,1,6,-9,1,1,-9,11,-9,-9
32,1,1,1,1,0,2,4,10,2
22,2,2,-9,1,0,8,4,11,2
65,2,2,-9,2,1,12,1,10,-9
11,2,7,-9,1,1,-9,11,-9,-9
18,1,4,-9,1,1,13,11,11,2
38,2,1,-9,1,1,1,14,14,4
22,1,2,2,2,0,7,11,16,4
80,2,1,-9,6,0,12,1,10,-9
30,2,8,3,2,1,14,11,16,1
31,2,4,-9,1,0,2,16,15,2
50,2,1,-9,1,0,15,1,15,2
39,2,1,-9,1,1,2,1,15,2
11,1,3,-9,1,1,-9,1,-9,-9
36,2,4,-9,1,1,1,1,15,1
31,1,5,-9,1,0,1,2,15,2
20,1,4,-9,1,0,8,1,14,2
34,1,6,2,2,1,5,11,11,4
1,1,5,4,1,1,-9,11,-9,-9
70,1,1,2,4,0,12,1,10,-9
66,1,2,-9,2,1,2,1,16,-9
62,2,2,-9,5,0,12,1,10,4
42,1,5,-9,2,1,2,11,15,1
20,2,4,-9,1,1,13,1,14,2
53,2,3,-9,1,1,7,14,16,3
43,2,4,-9,2,3,2,5,11,4
39,1,3,-9,1,2,2,1,15,1
31,1,1,1,1,0,7,11,12,4
22,2,2,-9,1,0,2,1,15,2
31,1,2,-9,1,1,2,1,15,1
34,2,3,-9,2,1,6,1,15,2
47,2,1,-9,1,0,5,1,10,4
23,2,2,2,1,0,13,18,14,-9
85,2,1,-9,6,0,15,1,10,-9
3,1,5,2,1,1,-9,11,-9,-9
32,2,5,3,2,1,14,4,10,3
20,2,1,-9,1,0,16,1,12,4
25,1,4,-9,1,0,2,1,15,1
40,1,5,-9,2,1,4,1,15,2
41,1,1,-9,1,0,6,1,15,1
2,2,7,4,1,1,-9,11,-9,-9
64,2,2,2,2,1,12,4,10,4
33,1,3,-9,1,0,6,1,15,2
58,1,2,-9,1,1,2,13,12,4
46,1,2,-9,1,1,6,1,15,2
10,2,3,-9,1,1,-9,1,-9,-9
37,1,1,-9,1,1,2,1,15,1
2,1,3,-9,1,0,-9,7,-9,-9
23,2,4,1,1,0,6,4,16,2
33,1,2,-9,1,0,2,1,15,2
30,2,5,-9,2,1,14,11,14,4
38,2,3,-9,1,0,2,1,12,4
15,1,5,1,1,1,-9,11,-9,-9
28,2,5,-9,2,1,7,11,16,1
32,1,2,-9,1,0,2,2,15,1
45,2,2,-9,2,1,2,1,15,2
32,2,3,-9,1,0,5,4,15,1
33,1,2,-9,1,1,2,1,11,1
57,2,2,-9,5,1,1,1,10,3
31,2,6,2,2,0,14,11,12,4
10,1,6,-9,1,1,-9,7,-9,-9
44,2,1,-9,1,1,11,15,16,2
30,2,2,2,2,1,2,12,15,1
27,2,4,1,1,2,1,4,15,1
9,1,6,-9,1,1,-9,7,-9,-9
33,2,1,-9,1,1,2,1,15,1
25,2,2,-9,1,0,2,1,15,2
46,1,4,-9,2,1,4,1,15,1
20,2,6,-9,1,0,15,11,11,4
64,1,2,-9,2,0,15,1,10,2
23,2,3,-9,1,1,2,1,15,2
75,1,2,-9,2,2,12,1,12,-9
27,1,1,-9,1,1,2,13,15,1
32,1,2,-9,1,1,2,15,15,1
28,1,4,-9,1,0,2,1,15,1
30,1,4,1,1,0,2,4,15,3
15,1,7,-9,1,0,-9,11,-9,-9
17,1,2,-9,1,0,13,12,11,4
34,1,2,1,1,0,2,4,16,2
46,2,6,4,2,1,14,11,10,1
5,1,3,-9,1,0,-9,11,-9,-9
49,1,1,-9,1,0,2,4,15,1
4,2,3,-9,1,0,-9,11,-9,-9
23,2,3,-9,1,0,1,1,15,3
29,2,2,-9,1,1,2,7,15,1
13,1,2,-9,1,1,-9,1,-9,-9
7,1,5,1,1,0,-9,11,-9,-9
28,2,8,3,2,0,7,11,15,-9
53,1,4,-9,1,2,6,1,15,3
32,1,3,1,1,0,2,4,15,4
39,1,4,-9,1,1,1,1,15,1
41,2,2,-9,1,0,1,15,10,4
13,1,7,-9,1,1,-9,11,-9,-9
32,2,4,1,2,0,14,11,11,4
24,2,3,-9,1,0,2,1,14,1
70,1,1,-9,5,0,12,1,15,-9
31,2,2,1,1,0,1,4,15,2
40,1,2,-9,1,1,2,15,11,1
13,1,5,-9,1,1,-9,11,-9,-9
70,2,2,-9,6,0,2,1,10,-9
43,1,2,-9,1,1,6,1,15,1
26,2,4,-9,1,0,6,4,16,3
11,2,5,-9,1,0,-9,14,-9,-9
42,2,1,-9,1,0,14,1,10,4
17,1,4,1,1,0,13,11,14,3
48,1,2,-9,2,1,2,1,14,2
24,2,3,-9,1,0,2,4,15,1
61,2,4,1,2,2,4,14,16,3
22,1,4,-9,1,0,2,1,15,1
36,2,3,-9,1,0,14,1,10,3
26,2,3,-9,1,0,7,4,15,1
5,2,4,-9,1,1,-9,11,-9,-9
52,2,4,-9,2,2,1,1,10,4
5,2,9,-9,1,0,-9,11,-9,-9
10,1,5,-9,1,0,-9,11,-9,-9
20,2,5,-9,1,0,13,13,14,2
6,2,5,1,1,1,-9,11,-9,-9
34,2,4,2,2,1,1,11,11,4
80,1,1,-9,6,1,12,1,10,-9
58,1,1,-9,5,0,7,1,10,3
85,1,2,-9,2,0,12,1,10,-9
21,2,6,-9,1,1,1,11,12,3
66,1,2,-9,2,0,12,1,10,-9
2,2,6,-9,1,0,-9,11,-9,-9
25,1,4,-9,1,0,2,1,15,4
32,2,2,-9,1,1,6,6,15,1
34,1,2,-9,2,1,2,1,16,2
85,1,5,-9,2,0,2,15,11,-9
27,1,3,-9,1,1,2,1,15,1
15,2,4,-9,1,1,-9,10,-9,-9
37,1,5,1,2,0,1,11,12,4
90,1,1,-9,6,0,12,1,10,-9
30,2,2,-9,2,0,2,1,15,2
21,1,6,1,1,1,7,11,11,4
0,1,8,-9,1,2,-9,11,-9,-9
33,2,3,2,1,0,2,4,14,4
9,1,7,1,1,1,-9,11,-9,-9
0,1,4,-9,1,0,-9,8,-9,-9
35,2,3,-9,1,0,1,1,10,4
53,2,3,2,6,0,16,11,10,4
59,1,3,-9,1,1,2,1,10,4
85,2,1,-9,6,0,12,1,10,-9
38,2,4,2,1,0,2,4,16,3
8,2,2,-9,1,0,-9,1,-9,-9
56,1,9,-9,2,0,6,11,16,4
33,2,5,3,2,1,14,11,10,4
28,2,4,2,1,1,7,4,14,-9
20,2,2,-9,1,0,13,4,14,2
26,1,4,1,1,0,13,4,15,1
19,2,4,-9,1,0,8,1,14,2
27,1,3,1,2,0,11,4,14,2
48,1,4,-9,2,1,4,11,15,1
19,1,6,-9,1,0,13,1,14,2
18,1,4,2,1,0,13,4,16,2
48,2,9,3,2,2,16,11,10,4
7,2,5,-9,1,1,-9,11,-9,-9
33,2,6,-9,1,0,2,1,15,2
20,2,5,-9,1,2,8,11,14,4
55,1,2,-9,2,0,16,1,15,1
85,2,1,-9,1,0,12,1,10,-9
34,2,3,1,1,0,1,13,15,2
24,2,4,-9,1,0,7,4,15,3
0,2,3,-9,1,1,-9,13,-9,-9
16,2,7,-9,1,1,13,11,10,2
28,2,2,-9,3,0,2,1,15,1
18,2,5,-9,1,0,13,13,14,4
23,2,9,2,5,0,9,12,16,3
31,2,4,-9,2,1,1,11,14,1
70,1,1,-9,5,0,12,2,13,-9
33,1,3,-9,1,0,2,1,15,1
31,2,2,-9,1,1,2,1,15,1
43,2,3,1,2,1,1,4,15,4
26,1,5,-9,4,0,2,2,15,1
1,2,4,-9,1,1,-9,1,-9,-9
59,1,1,-9,1,0,12,1,14,2
54,1,5,-9,2,1,2,1,10,4
6,2,6,-9,1,2,-9,11,-9,-9
22,1,4,-9,1,1,7,11,13,4
40,2,4,1,4,0,7,14,11,1
22,2,4,-9,1,0,13,1,14,2
20,2,6,2,1,1,11,11,15,4
80,1,1,-9,6,0,12,8,11,-9
15,1,3,-9,1,1,-9,1,-9,-9
26,1,5,2,1,0,7,4,15,1
31,2,5,3,4,0,13,11,16,2
54,1,3,2,2,0,2,11,15,2
46,2,8,3,2,0,14,11,16,4
55,1,1,-9,2,0,2,1,14,2
70,2,2,-9,2,0,12,1,10,-9
19,1,5,-9,1,2,-9,-9,-9,-9
29,1,1,-9,1,1,2,1,11,1
27,2,3,-9,1,0,2,1,15,1
6,2,6,-9,1,1,-9,11,-9,-9
42,2,4,2,2,1,1,11,12,3
39,2,2,-9,1,0,2,1,14,4
26,2,3,-9,1,0,2,4,14,2
64,1,3,-9,2,1,6,1,15,1
38,1,3,1,1,1,5,11,15,4
0,2,3,-9,1,0,-9,11,-9,-9
51,1,6,1,2,0,14,11,10,4
52,1,3,1,2,0,2,11,15,1
27,1,1,-9,1,0,2,1,15,1
31,1,2,-9,2,0,6,12,15,1
68,2,1,-9,5,1,7,2,10,-9
26,1,6,1,2,1,1,11,11,4
56,1,4,-9,2,0,2,15,12,1
32,2,2,-9,2,0,16,1,15,2
66,1,7,3,2,2,12,11,10,-9
52,2,3,-9,2,0,2,1,14,3
42,2,4,-9,2,1,13,1,12,2
56,1,1,-9,1,0,2,2,14,3
19,2,4,-9,1,1,11,11,14,4
35,1,8,1,2,0,7,4,15,2
26,2,7,3,2,1,16,11,16,4
22,1,4,-9,1,0,2,11,15,4
80,2,1,-9,6,0,12,1,10,-9
42,2,4,3,4,0,15,11,10,4
27,1,3,-9,2,0,2,10,15,1
34,2,3,1,1,0,7,4,15,-9
64,1,2,1,2,1,12,4,10,4
11,1,6,3,1,1,-9,11,-9,-9
27,2,4,1,1,0,2,4,15,1
46,1,1,-9,5,0,6,1,15,2
0,2,4,-9,1,0,-9,1,-9,-9
48,1,1,-9,4,0,2,15,10,4
11,1,4,-9,1,0,-9,11,-9,-9
16,1,7,1,1,1,13,11,12,4
7,2,8,1,1,0,-9,11,-9,-9
33,2,1,-9,1,0,6,7,15,1
43,2,1,-9,1,0,2,9,15,1
26,2,1,-9,1,0,2,1,15,1
14,1,4,-9,1,0,-9,1,-9,-9
26,1,1,-9,1,0,2,1,15,1
12,2,6,4,1,1,-9,11,-9,-9
41,2,4,-9,2,0,1,1,14,3
10,1,5,-9,1,0,-9,11,-9,-9
9,1,6,-9,1,0,-9,11,-9,-9
46,1,4,-9,2,1,1,11,15,4
8,1,7,3,1,1,-9,11,-9,-9
7,2,3,-9,1,0,-9,11,-9,-9
42,1,4,2,2,1,2,14,15,4
24,1,4,-9,1,0,7,1,15,4
46,2,4,3,2,0,15,11,10,4
4,1,8,-9,1,1,-9,11,-9,-9
75,1,2,2,2,0,12,11,10,-9
59,2,1,-9,6,1,6,1,16,3
63,2,1,-9,1,0,12,1,10,4
30,2,1,-9,1,0,2,1,15,1
43,2,4,-9,2,0,2,9,14,2
2,1,7,-9,1,1,-9,11,-9,-9
80,1,3,3,2,0,12,11,10,-9
12,1,4,-9,1,0,-9,11,-9,-9
57,2,5,3,2,0,14,11,10,4
6,2,9,-9,1,0,-9,11,-9,-9
10,1,4,-9,1,1,-9,7,-9,-9
29,1,2,1,1,0,16,4,15,4
27,1,3,-9,1,1,1,1,15,2
43,1,1,-9,1,0,2,1,15,1
20,2,3,-9,1,0,13,1,14,2
8,2,3,-9,1,0,-9,11,-9,-9
30,1,2,-9,1,0,2,6,15,1
25,1,2,-9,1,0,2,4,15,-9
30,1,3,1,1,0,7,11,15,4
12,2,8,-9,1,1,-9,11,-9,-9
10,1,5,-9,1,1,-9,11,-9,-9
11,1,5,-9,1,1,-9,11,-9,-9
17,2,4,-9,1,0,11,11,12,4
65,1,7,3,2,0,12,11,10,-9
46,2,5,-9,2,0,1,15,15,3
63,2,6,3,6,0,14,11,10,2
3,1,7,-9,1,0,-9,11,-9,-9
35,2,2,-9,1,0,2,1,15,1
70,2,5,4,6,0,16,16,10,-9
17,2,4,-9,1,1,8,9,14,1
28,2,4,3,2,1,14,11,10,4
43,1,5,2,2,0,7,14,11,4
2,2,4,-9,1,1,-9,11,-9,-9
70,1,9,2,2,2,12,11,10,-9
2,1,4,-9,1,1,-9,11,-9,-9
33,2,4,1,4,0,2,11,12,2
0,2,5,4,1,1,-9,11,-9,-9
37,1,2,1,3,1,2,4,16,2
28,1,1,-9,1,0,7,1,15,1
30,1,4,3,2,0,1,11,16,4
3,1,5,-9,1,1,-9,10,-9,-9
70,2,1,-9,5,0,1,1,10,-9
48,2,2,-9,2,0,15,1,15,3
85,2,3,-9,6,0,12,1,10,-9
2,1,3,-9,1,0,-9,11,-9,-9
57,2,4,3,1,0,15,11,10,1
56,1,1,-9,4,0,2,6,10,3
35,1,6,2,2,0,2,4,16,4
21,2,2,-9,1,0,11,1,14,2
32,2,6,4,2,1,15,11,10,4
23,1,4,-9,1,2,13,11,15,2
38,2,2,-9,1,0,1,2,12,1
30,1,2,-9,1,0,3,11,15,1
37,2,3,1,2,1,1,11,12,3
27,1,3,-9,1,3,1,14,15,2
17,1,7,-9,1,1,7,11,11,4
57,1,1,-9,4,0,15,17,16,2
40,1,5,-9,2,2,2,11,15,1
16,1,8,-9,1,0,11,11,11,4
17,1,6,-9,1,1,13,16,11,4
33,2,2,-9,1,0,5,1,14,2
23,2,4,-9,1,1,1,5,11,4
4,1,8,-9,1,0,-9,11,-9,-9
39,1,2,-9,1,0,2,15,11,2
32,2,4,-9,5,1,16,15,16,4
3,2,6,-9,1,1,-9,11,-9,-9
25,2,6,1,1,1,1,11,14,4
70,1,7,2,2,0,12,11,10,-9
18,1,6,-9,1,1,13,11,11,4
15,2,6,-9,1,0,-9,11,-9,-9
31,1,3,1,2,1,4,9,15,1
54,2,4,-9,2,2,2,14,15,3
65,2,2,-9,2,0,12,1,10,-9
1,2,3,-9,1,1,-9,16,-9,-9
70,2,4,3,2,0,16,11,10,-9
16,1,6,3,1,0,13,11,10,2
6,1,3,-9,1,1,-9,1,-9,-9
28,2,2,-9,1,0,2,1,15,1
16,2,6,-9,1,0,13,11,12,4
2,2,4,-9,1,0,-9,11,-9,-9
75,2,2,-9,6,0,12,1,10,-9
6,2,7,-9,1,0,-9,14,-9,-9
24,1,1,-9,1,0,2,7,15,1
0,2,9,-9,1,2,-9,11,-9,-9
27,1,2,-9,1,0,2,1,15,2
35,2,1,-9,1,0,2,1,15,1
5,2,5,-9,1,1,-9,11,-9,-9
29,2,4,2,2,1,14,10,11,3
33,1,8,-9,2,1,2,11,15,1
31,1,1,1,1,0,1,4,16,2
34,1,2,-9,2,2,2,1,15,1
27,1,5,1,1,0,2,4,15,1
41,1,1,-9,1,0,1,1,14,4
80,1,1,-9,1,0,12,1,10,-9
54,1,1,-9,5,0,2,1,10,4
23,1,1,1,1,0,13,4,16,-9
5,2,7,2,1,0,-9,13,-9,-9
16,1,5,-9,1,0,8,11,11,2
65,2,1,-9,1,1,12,1,10,-9
3,2,6,-9,1,1,-9,11,-9,-9
42,1,2,-9,1,1,6,4,15,1
35,2,4,-9,2,1,2,12,15,1
44,1,6,1,2,1,2,13,15,1
11,1,6,1,1,0,-9,11,-9,-9
